,year,gender,rank,country_code,name,time,notes
1762,2008,men,,BLR,andrey gordeyev,None,Did not finish
1763,2008,men,,BLR,andrey gordeyev,None,Did not finish
1764,2008,men,,ANG,joao n'tyamba,None,Did not finish
1765,2008,men,,ANG,joao n'tyamba,None,Did not finish
1766,2008,men,,LES,moses moeketsi mosuhli,None,Did not finish
1767,2008,men,,LES,moses moeketsi mosuhli,None,Did not finish
1768,2008,men,,TAN,getuli bayo,None,Did not finish
1769,2008,men,,TAN,getuli bayo,None,Did not finish
1770,2008,men,,QAT,mubarak hassan shami,None,Did not finish
1771,2008,men,,QAT,mubarak hassan shami,None,Did not finish
1772,2008,men,,LES,simon tsotang maine,None,Did not finish
1773,2008,men,,LES,simon tsotang maine,None,Did not finish
1774,2008,men,,LES,clement mabuthile lebopo,None,Did not finish
1775,2008,men,,LES,clement mabuthile lebopo,None,Did not finish
1776,2008,men,,UKR,oleksandr sitkovskyy,None,Did not finish
1777,2008,men,,UKR,oleksandr sitkovskyy,None,Did not finish
1778,2008,men,,TAN,mohamed ikoki msanduki,None,Did not start
1779,2008,men,,TAN,mohamed ikoki msanduki,None,Did not start
1780,2008,men,,JPN,satoshi osaki,None,Did not start
1781,2008,men,,JPN,satoshi osaki,None,Did not start
1782,2008,men,,TLS,augusto soares,None,Did not start
1783,2008,men,,TLS,augusto soares,None,Did not start
1784,2008,women,G,ROU,constantina tomescu,2:26:44.00,
1785,2008,women,G,ROU,constantina tomescu,2:26:44.00,
1786,2008,women,S,KEN,catherine ndereba,2:27:06.00,
1787,2008,women,S,KEN,catherine ndereba,2:27:06.00,
1788,2008,women,B,CHN,chunxiu zhou,2:27:07.00,
1789,2008,women,B,CHN,chunxiu zhou,2:27:07.00,
1790,2008,women,4,CHN,xiaolin zhu,2:27:16.00,
1791,2008,women,4,CHN,xiaolin zhu,2:27:16.00,
1792,2008,women,5,KEN,martha komu,2:27:23.00,
1793,2008,women,5,KEN,martha komu,2:27:23.00,
1794,2008,women,6,GBR,mara yamauchi,2:27:29.00,
1795,2008,women,6,GBR,mara yamauchi,2:27:29.00,
1796,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1797,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1798,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1799,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1800,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1801,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1802,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1803,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1804,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1805,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1806,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1807,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1808,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1809,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1810,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1811,2008,women,7,RUS,irina timofeeva,2:27:31.00,
1812,2008,women,8,ROU,lidia simon,2:27:51.00,
1813,2008,women,8,ROU,lidia simon,2:27:51.00,
1814,2008,women,9,ALG,souad ait salem,2:28:29.00,
1815,2008,women,9,ALG,souad ait salem,2:28:29.00,
1816,2008,women,10,KEN,salina kosgei,2:29:28.00,
1817,2008,women,10,KEN,salina kosgei,2:29:28.00,
1818,2008,women,11,LTU,zivile balciunaite,2:29:33.00,
1819,2008,women,11,LTU,zivile balciunaite,2:29:33.00,
1820,2008,women,12,PRK,kum ok kim,2:30:01.00,
1821,2008,women,12,PRK,kum ok kim,2:30:01.00,
1822,2008,women,13,JPN,yurika nakamura,2:30:19.00,
1823,2008,women,13,JPN,yurika nakamura,2:30:19.00,
1824,2008,women,14,ITA,anna incerti,2:30:55.00,
1825,2008,women,14,ITA,anna incerti,2:30:55.00,
1826,2008,women,15,ETH,dire tune,2:31:16.00,
1827,2008,women,15,ETH,dire tune,2:31:16.00,
1828,2008,women,16,NZL,nina rillstone,2:31:16.00,
1829,2008,women,16,NZL,nina rillstone,2:31:16.00,
1830,2008,women,17,ITA,bruna genovese,2:31:31.00,
1831,2008,women,17,ITA,bruna genovese,2:31:31.00,
1832,2008,women,18,ROU,luminita talpos,2:31:41.00,
1833,2008,women,18,ROU,luminita talpos,2:31:41.00,
1834,2008,women,19,MEX,madai perez,2:31:47.00,
1835,2008,women,19,MEX,madai perez,2:31:47.00,
1836,2008,women,20,FRA,christelle daunay,2:31:48.00,
1837,2008,women,20,FRA,christelle daunay,2:31:48.00,
1838,2008,women,21,AUS,benita willis,2:32:06.00,
1839,2008,women,21,AUS,benita willis,2:32:06.00,
1840,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1841,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1842,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1843,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1844,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1845,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1846,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1847,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1848,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1849,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1850,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1851,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1852,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1853,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1854,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1855,2008,women,22,RUS,svetlana zakharova,2:32:16.00,
1856,2008,women,23,GBR,paula radcliffe,2:32:38.00,
1857,2008,women,23,GBR,paula radcliffe,2:32:38.00,
1858,2008,women,24,POL,monika drybulska,2:32:39.00,
1859,2008,women,24,POL,monika drybulska,2:32:39.00,
1860,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1861,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1862,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1863,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1864,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1865,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1866,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1867,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1868,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1869,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1870,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1871,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1872,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1873,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1874,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1875,2008,women,25,KOR,eunjeong lee,2:33:07.00,
1876,2008,women,26,GBR,liz yelling,2:33:12.00,
1877,2008,women,26,GBR,liz yelling,2:33:12.00,
1878,2008,women,27,USA,blake russell,2:33:13.00,
1879,2008,women,27,USA,blake russell,2:33:13.00,
1880,2008,women,28,NAM,beata naigambo,2:33:29.00,
1881,2008,women,28,NAM,beata naigambo,2:33:29.00,
1882,2008,women,29,ITA,vincenza sicari,2:33:31.00,
1883,2008,women,29,ITA,vincenza sicari,2:33:31.00,
1884,2008,women,30,POL,dorota gruca,2:33:32.00,
1885,2008,women,30,POL,dorota gruca,2:33:32.00,
1886,2008,women,31,UKR,tetiana filoniuk,2:33:35.00,
1887,2008,women,31,UKR,tetiana filoniuk,2:33:35.00,
1888,2008,women,32,POR,marisa barros,2:34:08.00,
1889,2008,women,32,POR,marisa barros,2:34:08.00,
1890,2008,women,33,AUS,lisa jane weightman,2:34:16.00,
1891,2008,women,33,AUS,lisa jane weightman,2:34:16.00,
1892,2008,women,34,NOR,kirsten melkevik otterbu,2:34:35.00,
1893,2008,women,34,NOR,kirsten melkevik otterbu,2:34:35.00,
1894,2008,women,35,NZL,liza hunter-galvan,2:34:51.00,
1895,2008,women,35,NZL,liza hunter-galvan,2:34:51.00,
1896,2008,women,36,PRK,yong ok jong,2:34:52.00,
1897,2008,women,36,PRK,yong ok jong,2:34:52.00,
1898,2008,women,37,LTU,rasa drazdauskaite,2:35:09.00,
1899,2008,women,37,LTU,rasa drazdauskaite,2:35:09.00,
1900,2008,women,38,GER,melanie kraus,2:35:17.00,
1901,2008,women,38,GER,melanie kraus,2:35:17.00,
1902,2008,women,39,PER,maria portilla,2:35:19.00,
1903,2008,women,39,PER,maria portilla,2:35:19.00,
1904,2008,women,40,NAM,helalia johannes,2:35:22.00,
1905,2008,women,40,NAM,helalia johannes,2:35:22.00,
1906,2008,women,41,CHN,shujing zhang,2:35:35.00,
1907,2008,women,41,CHN,shujing zhang,2:35:35.00,
1908,2008,women,42,BIH,lucia mwihaki kimani,2:35:47.00,
1909,2008,women,42,BIH,lucia mwihaki kimani,2:35:47.00,
1910,2008,women,43,ECU,sandra ruales,2:35:53.00,
1911,2008,women,43,ECU,sandra ruales,2:35:53.00,
1912,2008,women,44,AUS,kate smyth,2:36:10.00,
1913,2008,women,44,AUS,kate smyth,2:36:10.00,
1914,2008,women,45,ESP,yesenia centeno,2:36:25.00,
1915,2008,women,45,ESP,yesenia centeno,2:36:25.00,
1916,2008,women,46,POR,ana dias,2:36:25.00,
1917,2008,women,46,POR,ana dias,2:36:25.00,
1918,2008,women,47,ERI,nebiat habtemariam,2:37:03.00,
1919,2008,women,47,ERI,nebiat habtemariam,2:37:03.00,
1920,2008,women,48,PRK,bun hui jo,2:37:04.00,
1921,2008,women,48,PRK,bun hui jo,2:37:04.00,
1922,2008,women,49,ZIM,tabitha tsatsa,2:37:10.00,
1923,2008,women,49,ZIM,tabitha tsatsa,2:37:10.00,
1924,2008,women,50,TUR,bahar dogan,2:37:12.00,
1925,2008,women,50,TUR,bahar dogan,2:37:12.00,
1926,2008,women,51,BRA,marily dos santos,2:38:10.00,
1927,2008,women,51,BRA,marily dos santos,2:38:10.00,
1928,2008,women,52,GER,susanne hahn,2:38:31.00,
1929,2008,women,52,GER,susanne hahn,2:38:31.00,
1930,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1931,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1932,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1933,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1934,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1935,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1936,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1937,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1938,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1939,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1940,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1941,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1942,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1943,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1944,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1945,2008,women,53,KOR,eun-hui chae,2:38:52.00,
1946,2008,women,54,ESP,alessandra aguilar,2:39:29.00,
1947,2008,women,54,ESP,alessandra aguilar,2:39:29.00,
1948,2008,women,55,MEX,patricia retiz,2:39:34.00,
1949,2008,women,55,MEX,patricia retiz,2:39:34.00,
1950,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1951,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1952,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1953,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1954,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1955,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1956,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1957,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1958,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1959,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1960,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1961,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1962,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1963,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1964,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1965,2008,women,56,KOR,sunyoung lee,2:43:23.00,
1966,2008,women,57,AUT,eva maria gradwohl,2:44:24.00,
1967,2008,women,57,AUT,eva maria gradwohl,2:44:24.00,
1968,2008,women,58,KGZ,yuliya arkhipova-andreyeva,2:44:41.00,
1969,2008,women,58,KGZ,yuliya arkhipova-andreyeva,2:44:41.00,
1970,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1971,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1972,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1973,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1974,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1975,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1976,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1977,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1978,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1979,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1980,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1981,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1982,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1983,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1984,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1985,2008,women,59,BOL,sonia calizaya,2:45:53.00,
1986,2008,women,60,GRE,eleni donta,2:46:44.00,
1987,2008,women,60,GRE,eleni donta,2:46:44.00,
1988,2008,women,61,MEX,karina perez,2:47:02.00,
1989,2008,women,61,MEX,karina perez,2:47:02.00,
1990,2008,women,62,COL,bertha sanchez,2:47:02.00,
1991,2008,women,62,COL,bertha sanchez,2:47:02.00,
1992,2008,women,63,IRL,pauline curley,2:47:16.00,
1993,2008,women,63,IRL,pauline curley,2:47:16.00,
1994,2008,women,64,ESP,maria jose pueyo,2:48:01.00,
1995,2008,women,64,ESP,maria jose pueyo,2:48:01.00,
1996,2008,women,65,HUN,petra teveli,2:48:32.00,
1997,2008,women,65,HUN,petra teveli,2:48:32.00,
1998,2008,women,66,RWA,epiphanie nyirabarame,2:49:32.00,
1999,2008,women,66,RWA,epiphanie nyirabarame,2:49:32.00,
2000,2008,women,67,SVK,zuzana tomas,2:49:39.00,
2001,2008,women,67,SVK,zuzana tomas,2:49:39.00,
2002,2008,women,68,CRC,gabriela trana,2:53:45.00,
2003,2008,women,68,CRC,gabriela trana,2:53:45.00,
2004,2008,women,69,UKR,oksana skliarenko,2:55:39.00,
2005,2008,women,69,UKR,oksana skliarenko,2:55:39.00,
2006,2008,women,,ETH,berhane adere,None,Did not finish
2007,2008,women,,ETH,berhane adere,None,Did not finish
2008,2008,women,,ETH,gete wami,None,Did not finish
2009,2008,women,,ETH,gete wami,None,Did not finish
2010,2008,women,,POR,ines monteiro,None,Did not finish
2011,2008,women,,POR,ines monteiro,None,Did not finish
2012,2008,women,,MDA,valentina delion,None,Did not finish
2013,2008,women,,MDA,valentina delion,None,Did not finish
2014,2008,women,,JPN,reiko tosa,None,Did not finish
2015,2008,women,,JPN,reiko tosa,None,Did not finish
2016,2008,women,,SRB,olivera jevtic,None,Did not finish
2017,2008,women,,SRB,olivera jevtic,None,Did not finish
2018,2008,women,,RUS,galina bogomolova,None,Did not finish
2019,2008,women,,RUS,galina bogomolova,None,Did not finish
2020,2008,women,,RUS,galina bogomolova,None,Did not finish
2021,2008,women,,RUS,galina bogomolova,None,Did not finish
2022,2008,women,,RUS,galina bogomolova,None,Did not finish
2023,2008,women,,RUS,galina bogomolova,None,Did not finish
2024,2008,women,,RUS,galina bogomolova,None,Did not finish
2025,2008,women,,RUS,galina bogomolova,None,Did not finish
2026,2008,women,,RUS,galina bogomolova,None,Did not finish
2027,2008,women,,RUS,galina bogomolova,None,Did not finish
2028,2008,women,,RUS,galina bogomolova,None,Did not finish
2029,2008,women,,RUS,galina bogomolova,None,Did not finish
2030,2008,women,,RUS,galina bogomolova,None,Did not finish
2031,2008,women,,RUS,galina bogomolova,None,Did not finish
2032,2008,women,,RUS,galina bogomolova,None,Did not finish
2033,2008,women,,RUS,galina bogomolova,None,Did not finish
2034,2008,women,,TLS,mariana dias ximenes,None,Did not finish
2035,2008,women,,TLS,mariana dias ximenes,None,Did not finish
2036,2008,women,,HUN,beata rakonczai,None,Did not finish
2037,2008,women,,HUN,beata rakonczai,None,Did not finish
2038,2008,women,,LES,mamorallo tjoka,None,Did not finish
2039,2008,women,,LES,mamorallo tjoka,None,Did not finish
2040,2008,women,,USA,magda lewy,None,Did not finish
2041,2008,women,,USA,magda lewy,None,Did not finish
2042,2008,women,,USA,deena kastor,None,Did not finish
2043,2008,women,,USA,deena kastor,None,Did not finish
2044,2008,women,,BRN,nadia ejjafini,None,Did not start
2045,2008,women,,BRN,nadia ejjafini,None,Did not start
2046,2004,men,G,ITA,stefano baldini,2:10:55.00,
2047,2004,men,G,ITA,stefano baldini,2:10:55.00,
2048,2004,men,S,USA,mebrahtom keflezighi,2:11:29.00,
2049,2004,men,S,USA,mebrahtom keflezighi,2:11:29.00,
2050,2004,men,B,BRA,vanderlei de lima,2:12:11.00,
2051,2004,men,B,BRA,vanderlei de lima,2:12:11.00,
2052,2004,men,4,GBR,jon brown,2:12:26.00,
2053,2004,men,4,GBR,jon brown,2:12:26.00,
2054,2004,men,5,JPN,shigeru aburaya,2:13:11.00,
2055,2004,men,5,JPN,shigeru aburaya,2:13:11.00,
2056,2004,men,6,JPN,toshinari suwa,2:13:24.00,
2057,2004,men,6,JPN,toshinari suwa,2:13:24.00,
2058,2004,men,7,KEN,erick wainaina,2:13:30.00,
2059,2004,men,7,KEN,erick wainaina,2:13:30.00,
2060,2004,men,8,POR,alberto chaica,2:14:17.00,
2061,2004,men,8,POR,alberto chaica,2:14:17.00,
2062,2004,men,9,ITA,alberico di cecco,2:14:34.00,
2063,2004,men,9,ITA,alberico di cecco,2:14:34.00,
2064,2004,men,10,KEN,paul tergat,2:14:45.00,
2065,2004,men,10,KEN,paul tergat,2:14:45.00,
2066,2004,men,11,MAR,jaouad gharib,2:15:12.00,
2067,2004,men,11,MAR,jaouad gharib,2:15:12.00,
2068,2004,men,12,USA,alan culpepper,2:15:26.00,
2069,2004,men,12,USA,alan culpepper,2:15:26.00,
2070,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2071,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2072,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2073,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2074,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2075,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2076,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2077,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2078,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2079,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2080,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2081,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2082,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2083,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2084,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2085,2004,men,13,RUS,leonid shvetsov,2:15:28.00,
2086,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2087,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2088,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2089,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2090,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2091,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2092,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2093,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2094,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2095,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2096,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2097,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2098,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2099,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2100,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2101,2004,men,14,KOR,bong-ju lee,2:15:33.00,
2102,2004,men,15,ETH,ambesse tolosa,2:15:39.00,
2103,2004,men,15,ETH,ambesse tolosa,2:15:39.00,
2104,2004,men,16,RSA,gert thys,2:16:08.00,
2105,2004,men,16,RSA,gert thys,2:16:08.00,
2106,2004,men,17,KOR,young joon ji,2:16:14.00,
2107,2004,men,17,KOR,young joon ji,2:16:14.00,
2108,2004,men,17,KOR,young joon ji,2:16:14.00,
2109,2004,men,17,KOR,young joon ji,2:16:14.00,
2110,2004,men,17,KOR,young joon ji,2:16:14.00,
2111,2004,men,17,KOR,young joon ji,2:16:14.00,
2112,2004,men,17,KOR,young joon ji,2:16:14.00,
2113,2004,men,17,KOR,young joon ji,2:16:14.00,
2114,2004,men,17,KOR,young joon ji,2:16:14.00,
2115,2004,men,17,KOR,young joon ji,2:16:14.00,
2116,2004,men,17,KOR,young joon ji,2:16:14.00,
2117,2004,men,17,KOR,young joon ji,2:16:14.00,
2118,2004,men,17,KOR,young joon ji,2:16:14.00,
2119,2004,men,17,KOR,young joon ji,2:16:14.00,
2120,2004,men,17,KOR,young joon ji,2:16:14.00,
2121,2004,men,17,KOR,young joon ji,2:16:14.00,
2122,2004,men,18,ESP,antoni pena,2:16:38.00,
2123,2004,men,18,ESP,antoni pena,2:16:38.00,
2124,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2125,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2126,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2127,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2128,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2129,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2130,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2131,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2132,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2133,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2134,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2135,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2136,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2137,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2138,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2139,2004,men,19,RUS,georgiy andreyev,2:16:55.00,
2140,2004,men,20,ISR,haile satayin,2:17:25.00,
2141,2004,men,20,ISR,haile satayin,2:17:25.00,
2142,2004,men,21,NZL,jonathan wyatt,2:17:45.00,
2143,2004,men,21,NZL,jonathan wyatt,2:17:45.00,
2144,2004,men,22,FIN,janne holmen,2:17:50.00,
2145,2004,men,22,FIN,janne holmen,2:17:50.00,
2146,2004,men,23,GBR,dan robinson,2:17:53.00,
2147,2004,men,23,GBR,dan robinson,2:17:53.00,
2148,2004,men,24,GRE,nikolaos polias,2:17:56.00,
2149,2004,men,24,GRE,nikolaos polias,2:17:56.00,
2150,2004,men,25,BOT,ndabili bashingili,2:18:09.00,
2151,2004,men,25,BOT,ndabili bashingili,2:18:09.00,
2152,2004,men,26,EST,pavel loskutov,2:18:09.00,
2153,2004,men,26,EST,pavel loskutov,2:18:09.00,
2154,2004,men,27,ESP,jose rios,2:18:40.00,
2155,2004,men,27,ESP,jose rios,2:18:40.00,
2156,2004,men,28,AUS,lee troop,2:18:46.00,
2157,2004,men,28,AUS,lee troop,2:18:46.00,
2158,2004,men,29,AUT,michael buchleitner,2:19:19.00,
2159,2004,men,29,AUT,michael buchleitner,2:19:19.00,
2160,2004,men,30,SRI,anuradha indrajith cooray,2:19:24.00,
2161,2004,men,30,SRI,anuradha indrajith cooray,2:19:24.00,
2162,2004,men,31,CHN,zhuhong li,2:19:26.00,
2163,2004,men,31,CHN,zhuhong li,2:19:26.00,
2164,2004,men,32,BDI,joachim nshimirimana,2:19:31.00,
2165,2004,men,32,BDI,joachim nshimirimana,2:19:31.00,
2166,2004,men,33,NZL,dale warrender,2:19:42.00,
2167,2004,men,33,NZL,dale warrender,2:19:42.00,
2168,2004,men,34,POL,waldemar glinka,2:19:43.00,
2169,2004,men,34,POL,waldemar glinka,2:19:43.00,
2170,2004,men,35,PRK,myong chol jong,2:19:47.00,
2171,2004,men,35,PRK,myong chol jong,2:19:47.00,
2172,2004,men,36,FRA,el hassan lahssini,2:19:50.00,
2173,2004,men,36,FRA,el hassan lahssini,2:19:50.00,
2174,2004,men,37,POL,michal bartoszak,2:20:20.00,
2175,2004,men,37,POL,michal bartoszak,2:20:20.00,
2176,2004,men,38,QAT,ahmed jumaa jaber,2:20:27.00,
2177,2004,men,38,QAT,ahmed jumaa jaber,2:20:27.00,
2178,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2179,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2180,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2181,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2182,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2183,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2184,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2185,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2186,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2187,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2188,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2189,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2190,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2191,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2192,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2193,2004,men,39,LBA,ali mabrouk el zaidi,2:20:31.00,
2194,2004,men,40,TAN,samson ramadhani,2:20:38.00,
2195,2004,men,40,TAN,samson ramadhani,2:20:38.00,
2196,2004,men,41,KOR,myongseung lee,2:21:01.00,
2197,2004,men,41,KOR,myongseung lee,2:21:01.00,
2198,2004,men,41,KOR,myongseung lee,2:21:01.00,
2199,2004,men,41,KOR,myongseung lee,2:21:01.00,
2200,2004,men,41,KOR,myongseung lee,2:21:01.00,
2201,2004,men,41,KOR,myongseung lee,2:21:01.00,
2202,2004,men,41,KOR,myongseung lee,2:21:01.00,
2203,2004,men,41,KOR,myongseung lee,2:21:01.00,
2204,2004,men,41,KOR,myongseung lee,2:21:01.00,
2205,2004,men,41,KOR,myongseung lee,2:21:01.00,
2206,2004,men,41,KOR,myongseung lee,2:21:01.00,
2207,2004,men,41,KOR,myongseung lee,2:21:01.00,
2208,2004,men,41,KOR,myongseung lee,2:21:01.00,
2209,2004,men,41,KOR,myongseung lee,2:21:01.00,
2210,2004,men,41,KOR,myongseung lee,2:21:01.00,
2211,2004,men,41,KOR,myongseung lee,2:21:01.00,
2212,2004,men,42,JPN,tomoaki kunichika,2:21:13.00,
2213,2004,men,42,JPN,tomoaki kunichika,2:21:13.00,
2214,2004,men,43,COL,jose alirio carrasco,2:21:14.00,
2215,2004,men,43,COL,jose alirio carrasco,2:21:14.00,
