,year,gender,rank,country,name,time,notes
23,atlanta-1996,men,24,CRC,jose luis molina,2:17:49.00,
24,atlanta-1996,men,25,POR,domingos castro,2:18:03.00,
25,atlanta-1996,men,26,TUN,tahar mansouri,2:18:06.00,
26,atlanta-1996,men,27,RSA,lawrence peu,2:18:09.00,
27,atlanta-1996,men,28,USA,keith brantly,2:18:17.00,
28,atlanta-1996,men,29,LES,thabiso ralekhetla,2:18:26.00,
29,atlanta-1996,men,30,BUL,hristo stefanov,2:18:29.00,
30,atlanta-1996,men,31,USA,robert kempainen,2:18:38.00,
31,atlanta-1996,men,32,FIN,harri johannes hanninen,2:18:41.00,
32,atlanta-1996,men,33,RSA,gert thys,2:18:55.00,
33,atlanta-1996,men,34,AUS,sean quilty,2:19:35.00,
34,atlanta-1996,men,35,CAN,carey nelson,2:19:39.00,
35,atlanta-1996,men,36,GRE,spyridon andriopoulos,2:19:41.00,
36,atlanta-1996,men,37,RUS,oleg strizhakov,2:19:51.00,
37,atlanta-1996,men,38,PRK,jung-ok kim,2:19:54.00,
38,atlanta-1996,men,39,CAN,bruce deacon,2:19:56.00,
39,atlanta-1996,men,40,PRK,jong-ok kim,2:20:19.00,
40,atlanta-1996,men,41,USA,mark coogan,2:20:27.00,
41,atlanta-1996,men,42,DJI,hussein ahmed salah,2:20:33.00,
42,atlanta-1996,men,43,UKR,pyotro sarafyniuk,2:20:37.00,
43,atlanta-1996,men,44,MAR,abdel kader el-mouaziz,2:20:39.00,
44,atlanta-1996,men,45,NED,albert van vlaanderen,2:20:48.00,
45,atlanta-1996,men,46,POR,manuel matias,2:20:58.00,
46,atlanta-1996,men,47,BRA,vanderlei de lima,2:21:01.00,
47,atlanta-1996,men,48,GER,konrad waldemar dobler,2:21:12.00,
48,atlanta-1996,men,49,SCG,borislav devic,2:21:22.00,
49,atlanta-1996,men,50,ITA,davide milesi,2:21:45.00,
50,atlanta-1996,men,51,LAT,aleksandrs prokopčuks,2:21:50.00,
51,atlanta-1996,men,52,KEN,lameck aguta,2:22:04.00,
52,atlanta-1996,men,53,ESP,diego garcia,2:22:11.00,
53,atlanta-1996,men,54,JPN,masaki oya,2:22:13.00,
54,atlanta-1996,men,55,GBR,peter whitehead,2:22:37.00,
55,atlanta-1996,men,56,KEN,ezequiel bitok,2:23:03.00,
56,atlanta-1996,men,57,TPE,gi-sheng hsu,2:23:04.00,
57,atlanta-1996,men,58,EST,pavel loskutov,2:23:14.00,
58,atlanta-1996,men,59,VEN,ruben maza,2:23:24.00,
59,atlanta-1996,men,60,GBR,steve brace,2:23:28.00,
60,atlanta-1996,men,61,POL,grzegorz gajdus,2:23:41.00,
61,atlanta-1996,men,62,SWZ,isaac simelane,2:23:43.00,
62,atlanta-1996,men,63,KGZ,nazirdin akylbekov,2:23:59.00,
63,atlanta-1996,men,64,SWE,anders szalkai,2:24:27.00,
64,atlanta-1996,men,65,MAW,john mwathiwa,2:24:45.00,
65,atlanta-1996,men,66,RUS,leonid shvetsov,2:24:49.00,
66,atlanta-1996,men,67,BEL,eddy hellebuyck,2:25:04.00,
67,atlanta-1996,men,68,SUD,ahmed adam salah,2:25:12.00,
68,atlanta-1996,men,69,TAN,ikaji salim,2:25:29.00,
69,atlanta-1996,men,70,LTU,pavelas fedorenko,2:25:41.00,
70,atlanta-1996,men,71,PER,miguel mallqui,2:25:56.00,
71,atlanta-1996,men,72,INA,ethel hudson,2:26:02.00,
72,atlanta-1996,men,73,BRA,diamantino dos santos,2:26:53.00,
73,atlanta-1996,men,74,NEP,tika bogati,2:27:04.00,
74,atlanta-1996,men,75,TTO,ronnie holassie,2:27:20.00,
75,atlanta-1996,men,76,NAM,joseph tjitunga,2:27:52.00,
76,atlanta-1996,men,77,MDA,valeri vlas,2:28:36.00,
77,atlanta-1996,men,78,SWZ,daniel sibandze,2:28:49.00,
78,atlanta-1996,men,79,URU,waldemar cotelo,2:28:50.00,
79,atlanta-1996,men,80,BUL,petko stefanov,2:29:06.00,
80,atlanta-1996,men,81,ETH,abebe mekonnen,2:29:45.00,
81,atlanta-1996,men,82,GUA,luis martinez,2:29:55.00,
82,atlanta-1996,men,83,NZL,sean wade,2:30:35.00,
83,atlanta-1996,men,84,MAR,abderrahim benredouane,2:30:49.00,
84,atlanta-1996,men,85,NIG,abdou manzo,2:30:57.00,
85,atlanta-1996,men,86,CHI,marcelo barrientos,2:31:05.00,
86,atlanta-1996,men,87,AND,antoni bernado,2:31:28.00,
87,atlanta-1996,men,88,LBA,adel adili,2:32:12.00,
88,atlanta-1996,men,89,VEN,carlos tarazona,2:32:35.00,
89,atlanta-1996,men,90,BDI,tharcisse gashaka,2:32:55.00,
90,atlanta-1996,men,91,BOL,policarpio calizaya,2:33:08.00,
91,atlanta-1996,men,92,TAN,simon qamunga,2:33:11.00,
92,atlanta-1996,men,93,JPN,kenjiro jitsui,2:33:27.00,
93,atlanta-1996,men,94,CPV,antonio carlos zeferino,2:34:13.00,
94,atlanta-1996,men,95,VIN,pamenos avorsant ballantyne,2:34:16.00,
95,atlanta-1996,men,96,COD,kaleka mutoke,2:34:40.00,
96,atlanta-1996,men,97,CAF,ernest ndissipou,2:35:55.00,
97,atlanta-1996,men,98,MAR,ali ettounsi,2:36:01.00,
98,atlanta-1996,men,99,NCA,william aguirre,2:37:02.00,
99,atlanta-1996,men,100,PHI,roy vence,2:37:10.00,
100,atlanta-1996,men,101,YEM,mohamed brahim,2:40:41.00,
101,atlanta-1996,men,102,COL,julio hernandez,2:41:56.00,
102,atlanta-1996,men,103,MRI,ajay chuttoo,2:42:07.00,
103,atlanta-1996,men,104,JAM,nils antonio,2:44:10.00,
104,atlanta-1996,men,105,CAM,rithya to,2:47:01.00,
105,atlanta-1996,men,106,PUR,maximo oliveras,2:47:15.00,
106,atlanta-1996,men,107,BIH,islam djugum,2:47:38.00,
107,atlanta-1996,men,108,ISV,marlon selwyn williams,2:48:26.00,
108,atlanta-1996,men,109,BIZ,eugene muslar,2:51:41.00,
109,atlanta-1996,men,110,SOM,abdi isak,2:59:55.00,
110,atlanta-1996,men,111,AFG,a baser wasiqi,4:24:17.00,
111,atlanta-1996,men,,ETH,tumo turbo,None,Did not finish
112,atlanta-1996,men,,RWA,patrick ishyaka,None,Did not finish
113,atlanta-1996,men,,ETH,belayneh dinsamo,None,Did not finish
114,atlanta-1996,men,,ARG,antonio fabian silio,None,Did not finish
115,atlanta-1996,men,,MAD,victor razafindrakoto,None,Did not finish
116,atlanta-1996,men,,LTU,ceslovas kundrotas,None,Did not finish
117,atlanta-1996,men,,GER,stephan timo freigang,None,Did not finish
118,atlanta-1996,men,,TAN,julius sumaye,None,Did not finish
119,atlanta-1996,men,,BOT,benjamin keleketu,None,Did not finish
120,atlanta-1996,men,,LTU,dainius virbickas,None,Did not finish
121,atlanta-1996,men,,FIN,risto ulmala,None,Did not finish
122,atlanta-1996,men,,DJI,omar moussa,None,Did not finish
123,atlanta-1996,men,,KOR,wan-ki kim,None,Did not finish
0,atlanta-1996,women,G,ETH,fatuma roba,2:26:05.00,
1,atlanta-1996,women,S,RUS,valentina yegorova,2:28:05.00,
2,atlanta-1996,women,B,JPN,yuko arimori,2:28:39.00,
3,atlanta-1996,women,4,GER,katrin dörre,2:28:45.00,
4,atlanta-1996,women,5,ESP,rocio rios,2:30:50.00,
5,atlanta-1996,women,6,ROU,lidia simon,2:31:04.00,
6,atlanta-1996,women,7,POR,manuela machado,2:31:11.00,
7,atlanta-1996,women,8,GER,sonja krolik,2:31:16.00,
8,atlanta-1996,women,9,CHN,xiujuan ren,2:31:21.00,
9,atlanta-1996,women,10,USA,anne marie lauck,2:31:30.00,
10,atlanta-1996,women,11,POL,malgorzata sobanska,2:31:52.00,
11,atlanta-1996,women,12,JPN,izumi maki,2:32:35.00,
12,atlanta-1996,women,13,ITA,ornella ferrara,2:33:09.00,
13,atlanta-1996,women,14,ESP,monica pont,2:33:27.00,
14,atlanta-1996,women,15,KEN,angeline kanana,2:34:19.00,
15,atlanta-1996,women,16,GBR,liz mccolgan,2:34:30.00,
16,atlanta-1996,women,17,JPN,junko asari,2:34:31.00,
17,atlanta-1996,women,18,SUI,franziska rochat-moser,2:34:48.00,
18,atlanta-1996,women,19,ARG,griselda gonzalez,2:35:12.00,
19,atlanta-1996,women,20,PRK,song ok jong,2:35:31.00,
20,atlanta-1996,women,21,KGZ,irina bogacheva,2:35:44.00,
21,atlanta-1996,women,22,COL,inglandini gonzalez,2:35:45.00,
22,atlanta-1996,women,23,TUR,serap aktas,2:36:14.00,
23,atlanta-1996,women,24,BLR,yelena mazovka,2:36:22.00,
24,atlanta-1996,women,25,BEL,marleen renders,2:36:27.00,
25,atlanta-1996,women,26,PRK,chang ok kim,2:36:31.00,
26,atlanta-1996,women,27,POR,albertina dias,2:36:39.00,
27,atlanta-1996,women,28,AUS,kerryn mccann,2:36:41.00,
28,atlanta-1996,women,29,POL,aniela nikiel,2:36:44.00,
29,atlanta-1996,women,30,KOR,mi-ja o,2:36:54.00,
30,atlanta-1996,women,31,USA,linda somers,2:36:58.00,
31,atlanta-1996,women,32,CAN,danuta bartoszek,2:37:06.00,
32,atlanta-1996,women,33,MEX,mari carmen diaz,2:37:14.00,
33,atlanta-1996,women,34,SUI,nelly glauser,2:37:19.00,
34,atlanta-1996,women,35,RUS,ramilia burangulova,2:38:04.00,
35,atlanta-1996,women,36,HUN,judit nagy-földing,2:38:43.00,
36,atlanta-1996,women,37,CHI,erika olivera,2:39:06.00,
37,atlanta-1996,women,38,SGP,yvonne danson,2:39:18.00,
38,atlanta-1996,women,39,BRA,marcia narloch,2:39:33.00,
39,atlanta-1996,women,40,LTU,stefanija statkuviene,2:39:51.00,
40,atlanta-1996,women,41,NED,antje van schuppen,2:40:46.00,
41,atlanta-1996,women,42,GRE,maria polyzou,2:41:33.00,
42,atlanta-1996,women,43,MEX,guadaloupe loma,2:41:56.00,
43,atlanta-1996,women,44,ROU,anuta catuna,2:42:01.00,
44,atlanta-1996,women,45,GBR,karen macleod,2:42:08.00,
45,atlanta-1996,women,46,NZL,lorraine mary moller,2:42:21.00,
46,atlanta-1996,women,47,POR,maria albertina machado,2:43:44.00,
47,atlanta-1996,women,48,NOR,anita haakenstad,2:43:58.00,
48,atlanta-1996,women,49,ESP,ana isabel alonso,2:44:12.00,
49,atlanta-1996,women,50,BLR,natasha galushko,2:44:21.00,
50,atlanta-1996,women,51,MEX,adriana fernandez,2:44:23.00,
51,atlanta-1996,women,52,CAN,may allison,2:44:38.00,
52,atlanta-1996,women,53,SLO,helena javornik,2:46:58.00,
53,atlanta-1996,women,54,PER,marilu salazar,2:48:58.00,
54,atlanta-1996,women,55,SCG,suzana ciric,2:49:30.00,
55,atlanta-1996,women,56,FRA,nadia prasad,2:50:05.00,
56,atlanta-1996,women,57,AUS,sue malaxos,2:50:46.00,
57,atlanta-1996,women,58,GBR,suzanne rigg,2:52:09.00,
58,atlanta-1996,women,59,NAM,elizabeth mongudhi,2:56:19.00,
59,atlanta-1996,women,60,BRA,solange de souza,2:56:23.00,
60,atlanta-1996,women,61,TJK,gulsara dadabaeva,3:09:08.00,
61,atlanta-1996,women,62,NEP,bimala ranamagar,3:16:19.00,
62,atlanta-1996,women,63,MGL,davaajargal erkhemsaikhany,3:19:06.00,
63,atlanta-1996,women,64,LAO,sirivanh ketavong,3:25:16.00,
64,atlanta-1996,women,65,GUM,marie benito,3:27:28.00,
65,atlanta-1996,women,,MDA,valentina enache,None,Disqualified
66,atlanta-1996,women,,CAF,virginie gloum,None,Disqualified
67,atlanta-1996,women,,GER,uta pippig,None,Did not finish
68,atlanta-1996,women,,ROU,cristina pomacu,None,Did not finish
69,atlanta-1996,women,,DEN,gitte karlshoj,None,Did not finish
70,atlanta-1996,women,,KOR,sun-deok gang,None,Did not finish
71,atlanta-1996,women,,UKR,lyubov klochko,None,Did not finish
72,atlanta-1996,women,,POL,kamila gradus,None,Did not finish
73,atlanta-1996,women,,FIN,kirsi rauta,None,Did not finish
74,atlanta-1996,women,,ITA,maura viceconte,None,Did not finish
75,atlanta-1996,women,,BRA,carmen de oliveira,None,Did not finish
76,atlanta-1996,women,,RUS,alla zhilyayeva,None,Did not finish
77,atlanta-1996,women,,ECU,martha tenorio,None,Did not finish
78,atlanta-1996,women,,RSA,elana meyer,None,Did not finish
79,atlanta-1996,women,,EST,jane salumae,None,Did not finish
80,atlanta-1996,women,,KOR,mi-gyeong lee,None,Did not finish
81,atlanta-1996,women,,AUS,lisa martin-ondieki-o'dea,None,Did not finish
82,atlanta-1996,women,,BLR,madina biktagirova,None,Did not finish
83,atlanta-1996,women,,MLT,carol galea,None,Did not finish
84,atlanta-1996,women,,ITA,maria curatolo,None,Did not finish
85,atlanta-1996,women,,KEN,joyce chepchumba,None,Did not finish
86,atlanta-1996,women,,KEN,selina chirchir,None,Did not finish
87,atlanta-1996,women,,USA,jenny spangler,None,Did not finish
0,barcelona-1992,men,G,KOR,young-cho hwang,2:13:23.00,
1,barcelona-1992,men,S,JPN,koichi morishita,2:13:45.00,
2,barcelona-1992,men,B,GER,stephan timo freigang,2:14:00.00,
3,barcelona-1992,men,4,JPN,takeyuki nakayama,2:14:02.00,
4,barcelona-1992,men,5,ITA,salvatore bettiol,2:14:15.00,
5,barcelona-1992,men,6,MAR,salah kokaich,2:14:25.00,
6,barcelona-1992,men,7,POL,jan huruk,2:14:32.00,
7,barcelona-1992,men,8,JPN,hiromi taniguchi,2:14:42.00,
8,barcelona-1992,men,9,ESP,diego garcia,2:14:56.00,
9,barcelona-1992,men,10,KOR,jae-yong kim,2:15:01.00,
10,barcelona-1992,men,11,FIN,harri johannes hanninen,2:15:19.00,
11,barcelona-1992,men,12,USA,steven anthony spence,2:15:21.00,
12,barcelona-1992,men,13,USA,ed eyestone,2:15:23.00,
13,barcelona-1992,men,14,KEN,boniface merande,2:15:46.00,
14,barcelona-1992,men,15,NED,albert van vlaanderen,2:15:47.00,
15,barcelona-1992,men,16,NZL,rex albert wilson,2:15:51.00,
16,barcelona-1992,men,17,USA,robert kempainen,2:15:53.00,
17,barcelona-1992,men,18,ESP,rodrigo gavela rodriguez,2:16:23.00,
18,barcelona-1992,men,19,TCH,karel david,2:16:34.00,
19,barcelona-1992,men,20,POL,leszek beblo,2:16:38.00,
20,barcelona-1992,men,21,POL,wieslaw perszke,2:16:38.00,
21,barcelona-1992,men,22,EUN,iakov tolstikov,2:17:04.00,
22,barcelona-1992,men,23,ETH,tena megere,2:17:07.00,
23,barcelona-1992,men,24,BRA,osmiro de souza silva,2:17:16.00,
24,barcelona-1992,men,25,RSA,abel mokibe,2:17:24.00,
25,barcelona-1992,men,26,AUS,rob de castella,2:17:44.00,
26,barcelona-1992,men,27,GBR,steve brace,2:17:49.00,
27,barcelona-1992,men,28,KOR,wan-ki kim,2:18:32.00,
28,barcelona-1992,men,29,MEX,jose isidro rico rangel,2:18:52.00,
29,barcelona-1992,men,30,DJI,hussein ahmed salah,2:19:04.00,
30,barcelona-1992,men,31,FRA,dominique chauvelier,2:19:09.00,
31,barcelona-1992,men,32,ESP,jose esteban montiel gomez,2:19:15.00,
32,barcelona-1992,men,33,LES,thabiso paul moqhali,2:19:28.00,
33,barcelona-1992,men,34,TAN,juma ikangaa,2:19:34.00,
34,barcelona-1992,men,35,NZL,derek froude,2:19:37.00,
35,barcelona-1992,men,36,KEN,douglas wakiihuri,2:19:38.00,
36,barcelona-1992,men,37,KEN,ibrahim hussein,2:19:49.00,
37,barcelona-1992,men,38,HUN,gyula borka,2:20:46.00,
38,barcelona-1992,men,39,GBR,david long,2:20:51.00,
39,barcelona-1992,men,40,SLO,miroslav vindis,2:21:03.00,
40,barcelona-1992,men,41,GBR,paul davies-hale,2:21:15.00,
41,barcelona-1992,men,42,SWZ,elphas ginindza,2:21:15.00,
42,barcelona-1992,men,43,ECU,rolando vera,2:21:30.00,
43,barcelona-1992,men,44,ITA,alessio faustini,2:21:37.00,
44,barcelona-1992,men,45,FRA,luis soares,2:21:57.00,
45,barcelona-1992,men,46,CMR,paul kuete,2:22:43.00,
46,barcelona-1992,men,47,AUT,helmut schmuck,2:23:38.00,
47,barcelona-1992,men,48,AUS,stephen moneghetti,2:23:42.00,
48,barcelona-1992,men,49,GER,konrad waldemar dobler,2:23:44.00,
49,barcelona-1992,men,50,COD,willy kalombo,2:23:47.00,
50,barcelona-1992,men,51,IRL,john treacy,2:24:11.00,
51,barcelona-1992,men,52,PHI,herman suizo,2:25:18.00,
52,barcelona-1992,men,53,ARU,kimball peter reynierse,2:25:31.00,
53,barcelona-1992,men,54,URU,nelson e. zamora villalba,2:25:32.00,
54,barcelona-1992,men,55,SUI,daniel boltz,2:25:50.00,
55,barcelona-1992,men,56,BRA,joseildo rocha da silva,2:26:00.00,
56,barcelona-1992,men,57,BOL,juan rodrigo camacho,2:26:01.00,
57,barcelona-1992,men,58,ZIM,cephas matafi,2:26:17.00,
58,barcelona-1992,men,59,ALG,mohamed salmi,2:26:56.00,
59,barcelona-1992,men,60,RWA,ildephonse sehirwa,2:27:44.00,
60,barcelona-1992,men,61,ETH,zerehune gizaw,2:28:25.00,
61,barcelona-1992,men,62,CHI,jaime enrique ojeda paredes,2:28:39.00,
62,barcelona-1992,men,63,MAW,smartex godfrey tambala,2:29:02.00,
63,barcelona-1992,men,64,FRA,pascal zilliox,2:30:02.00,
64,barcelona-1992,men,65,CRC,luis lopez rocer,2:30:26.00,
65,barcelona-1992,men,66,SMR,gian luigi macina,2:30:45.00,
66,barcelona-1992,men,67,NIG,abdou manzo,2:31:15.00,
67,barcelona-1992,men,68,LIE,roland wille,2:31:32.00,
68,barcelona-1992,men,69,NAM,tuihaleni frank kayele,2:31:41.00,
69,barcelona-1992,men,70,NEP,haribahadur rokaya,2:32:26.00,
70,barcelona-1992,men,71,SRI,kuruppu a. karunaratne,2:32:26.00,
71,barcelona-1992,men,72,IRL,thomas joseph hughes,2:32:55.00,
72,barcelona-1992,men,73,NCA,william aguirre,2:34:18.00,
73,barcelona-1992,men,74,CAF,ferdinand amadi,2:35:39.00,
74,barcelona-1992,men,75,LBA,mohamed khamis taher,2:35:46.00,
75,barcelona-1992,men,76,HAI,dieudonne lamothe,2:36:11.00,
76,barcelona-1992,men,77,MYA,myint kan,2:37:39.00,
77,barcelona-1992,men,78,ISV,calvin dallas,2:38:11.00,
78,barcelona-1992,men,79,BRN,saad mubarak ali ali,2:39:19.00,
79,barcelona-1992,men,80,PRK,okhyon ryu,2:40:51.00,
80,barcelona-1992,men,81,MAD,alain clerk razahasoa,2:41:41.00,
81,barcelona-1992,men,82,UGA,michael lopeyok,2:42:54.00,
82,barcelona-1992,men,83,BOT,benjamin keleketu,2:45:57.00,
83,barcelona-1992,men,84,SYR,moussa alhariri,2:47:06.00,
84,barcelona-1992,men,85,VIE,văn hùng lưu,2:56:42.00,
85,barcelona-1992,men,86,MDV,hussein haleem,3:04:16.00,
86,barcelona-1992,men,87,MGL,tuul pyambuugiin,4:00:44.00,
87,barcelona-1992,men,,DJI,talan omar abdillahi,None,Did not finish
88,barcelona-1992,men,,HON,polin belisle,None,Did not finish
89,barcelona-1992,men,,ITA,gelindo bordin,None,Did not finish
90,barcelona-1992,men,,TAN,john burra,None,Did not finish
91,barcelona-1992,men,,POR,dionisio castro,None,Did not finish
92,barcelona-1992,men,,MEX,dionicio ceron,None,Did not finish
93,barcelona-1992,men,,CUB,ignacio alberto cuba carrero,None,Did not finish
94,barcelona-1992,men,,NED,tonnie dirks,None,Did not finish
95,barcelona-1992,men,,BRA,diamantino dos santos,None,Did not finish
96,barcelona-1992,men,,PUR,jorge gonzalez rivera,None,Did not finish
97,barcelona-1992,men,,CAN,peter kevin maher,None,Did not finish
98,barcelona-1992,men,,ETH,abebe mekonnen,None,Did not finish
99,barcelona-1992,men,,MTN,mohamed ould khalifa,None,Did not finish
100,barcelona-1992,men,,POR,joaquim pinheiro,None,Did not finish
101,barcelona-1992,men,,POR,antonio pinto,None,Did not finish
102,barcelona-1992,men,,FIJ,bineshwar prasad,None,Did not finish
103,barcelona-1992,men,,COL,carlos mario grisales,None,Did not finish
104,barcelona-1992,men,,IRL,andrew ronan,None,Did not finish
105,barcelona-1992,men,,RSA,zithulele sinqe,None,Did not finish
106,barcelona-1992,men,,NAM,lucketz swartbooi,None,Did not finish
107,barcelona-1992,men,,HUN,csaba szucs,None,Did not finish
108,barcelona-1992,men,,TAN,simon robert naali,None,Did not finish
109,barcelona-1992,men,,RSA,jan tau,None,Did not finish
110,barcelona-1992,men,,MEX,salvador garcía,None,Did not start
111,barcelona-1992,men,,EUN,vladimir bukhanov,None,Did not start
0,barcelona-1992,women,G,EUN,valentina yegorova,2:32:41.00,
1,barcelona-1992,women,S,JPN,yuko arimori,2:32:49.00,
2,barcelona-1992,women,B,NZL,lorraine mary moller,2:33:59.00,
3,barcelona-1992,women,4,JPN,sachiko yamashita,2:36:26.00,
4,barcelona-1992,women,5,GER,katrin dörre,2:36:48.00,
5,barcelona-1992,women,6,PRK,gyong-ae mun,2:37:03.00,
6,barcelona-1992,women,7,POR,manuela machado,2:38:22.00,
7,barcelona-1992,women,8,EUN,ramilia burangulova,2:38:46.00,
8,barcelona-1992,women,9,RSA,colleen de reuck,2:39:03.00,
9,barcelona-1992,women,10,USA,cathy o'brien,2:39:42.00,
10,barcelona-1992,women,11,HUN,karolina szabo,2:40:10.00,
11,barcelona-1992,women,12,USA,francie larrieu-smith,2:41:09.00,
12,barcelona-1992,women,13,GBR,sally rose eastall,2:41:20.00,
13,barcelona-1992,women,14,FIN,ritva k. lemettinen,2:41:48.00,
14,barcelona-1992,women,15,GER,birgit jerschabek,2:42:45.00,
15,barcelona-1992,women,16,GBR,marie antoinette marot,2:42:55.00,
16,barcelona-1992,women,17,BRA,marcia narloch,2:44:32.00,
17,barcelona-1992,women,18,ITA,emma scaunich,2:46:14.00,
18,barcelona-1992,women,19,CAN,odette lapierre,2:46:18.00,
19,barcelona-1992,women,20,ITA,anna villani,2:46:44.00,
20,barcelona-1992,women,21,USA,janis klecker,2:47:17.00,
21,barcelona-1992,women,22,POL,wanda panfil,2:47:27.00,
22,barcelona-1992,women,23,ITA,bettina sabatini,2:50:09.00,
23,barcelona-1992,women,24,TCH,alena peterkova,2:53:30.00,
24,barcelona-1992,women,25,KOR,mi-ok lee,2:54:21.00,
25,barcelona-1992,women,26,POL,malgorzata birbach,2:54:33.00,
26,barcelona-1992,women,27,GBR,sally ellis,2:54:41.00,
27,barcelona-1992,women,28,KEN,pascaline wangui,2:56:46.00,
28,barcelona-1992,women,29,JPN,yumi kokamo,2:58:18.00,
29,barcelona-1992,women,30,ETH,addis gezahegn,2:58:57.00,
30,barcelona-1992,women,31,BRA,janete mayal,3:00:23.00,
31,barcelona-1992,women,32,ROU,elena murgoci,3:01:46.00,
32,barcelona-1992,women,33,CRC,vilma pena sanchez,3:03:34.00,
33,barcelona-1992,women,34,PER,ena guevara,3:05:50.00,
34,barcelona-1992,women,35,ISV,ana gutierrez wittmann,3:14:02.00,
35,barcelona-1992,women,36,GUM,jen allred,3:14:45.00,
36,barcelona-1992,women,37,COD,christine bakombo,3:29:10.00,
37,barcelona-1992,women,,FRA,maria lelut-rebelo,None,Did not finish
38,barcelona-1992,women,,AUS,lisa martin-ondieki-o'dea,None,Did not finish
39,barcelona-1992,women,,VIE,thị tèo đặng,None,Did not finish
40,barcelona-1992,women,,MEX,olga appell,None,Did not finish
41,barcelona-1992,women,,NZL,marguerite gay buist,None,Did not finish
42,barcelona-1992,women,,POR,arnaldo cunha,None,Did not finish
43,barcelona-1992,women,,ARU,cornelia marina melis,None,Did not finish
44,barcelona-1992,women,,CAN,lizanne bussieres,None,Did not finish
45,barcelona-1992,women,,SUI,franziska rochat-moser,None,Did not finish
46,barcelona-1992,women,,EUN,madina biktagirova,None,Disqualified
0,seoul-1988,men,G,ITA,gelindo bordin,2:10:32.00,
1,seoul-1988,men,S,KEN,douglas wakiihuri,2:10:47.00,
2,seoul-1988,men,B,DJI,hussein ahmed salah,2:10:59.00,
3,seoul-1988,men,4,JPN,takeyuki nakayama,2:11:05.00,
4,seoul-1988,men,5,AUS,stephen moneghetti,2:11:49.00,
5,seoul-1988,men,6,GBR,charles spedding,2:12:19.00,
6,seoul-1988,men,7,TAN,juma ikangaa,2:13:06.00,
7,seoul-1988,men,8,AUS,rob de castella,2:13:07.00,
8,seoul-1988,men,9,JPN,toshihiko seko,2:13:41.00,
9,seoul-1988,men,10,URS,ravil kashapov,2:13:49.00,
10,seoul-1988,men,11,MEX,jesus herrera,2:13:58.00,
11,seoul-1988,men,12,NZL,john campbell,2:14:08.00,
12,seoul-1988,men,13,NED,gerard nijboer,2:14:40.00,
13,seoul-1988,men,14,USA,peter dickson pfitzinger,2:14:44.00,
14,seoul-1988,men,15,NED,martin ten kate,2:14:53.00,
15,seoul-1988,men,16,ITA,orlando pizzolato,2:15:20.00,
16,seoul-1988,men,17,JPN,masanari shintaku,2:15:42.00,
17,seoul-1988,men,18,KOR,won-tak kim,2:15:44.00,
18,seoul-1988,men,19,ITA,piergiovanni poli,2:16:07.00,
19,seoul-1988,men,20,HAI,dieudonne lamothe,2:16:15.00,
20,seoul-1988,men,21,GBR,david long,2:16:18.00,
21,seoul-1988,men,22,DEN,henrik hove jorgensen,2:16:40.00,
22,seoul-1988,men,23,FRG,ralf salzmann,2:16:54.00,
23,seoul-1988,men,24,IRL,richard hooper,2:17:16.00,
24,seoul-1988,men,25,YUG,miroslav vindis,2:17:47.00,
25,seoul-1988,men,26,CHN,shang-yan cai,2:17:54.00,
26,seoul-1988,men,27,POR,joaquim silva,2:18:05.00,
27,seoul-1988,men,28,CAN,arthur boileau,2:18:20.00,
28,seoul-1988,men,29,USA,ed eyestone,2:19:09.00,
29,seoul-1988,men,30,MAR,noureddine sobhi,2:19:56.00,
30,seoul-1988,men,31,KOR,jae-seong yu,2:20:11.00,
31,seoul-1988,men,32,TUR,mehmet terzi,2:20:12.00,
32,seoul-1988,men,33,GBR,kevin forster,2:20:45.00,
33,seoul-1988,men,34,BOT,bigboy josie matlapeng,2:20:51.00,
34,seoul-1988,men,35,ALG,allaoua khellil,2:21:12.00,
35,seoul-1988,men,36,LUX,justin gloden,2:22:14.00,
36,seoul-1988,men,37,FRA,alexandre gonzalez,2:22:24.00,
37,seoul-1988,men,38,CHN,guo-wei zhang,2:22:49.00,
38,seoul-1988,men,39,COL,pedro ortiz,2:23:34.00,
39,seoul-1988,men,40,CRC,ronaldo lanzoni,2:23:45.00,
40,seoul-1988,men,41,AUS,bradley camp,2:23:49.00,
41,seoul-1988,men,42,CAF,adolphe ambowode,2:23:52.00,
42,seoul-1988,men,43,TAN,john burra,2:24:17.00,
43,seoul-1988,men,44,SWZ,samuel hlawe,2:24:42.00,
44,seoul-1988,men,45,CRC,juan andres,2:24:49.00,
45,seoul-1988,men,46,CAN,peter kevin maher,2:24:49.00,
46,seoul-1988,men,47,NIG,abdou manzo,2:25:05.00,
47,seoul-1988,men,48,BRA,diamantino dos santos,2:25:13.00,
48,seoul-1988,men,49,DJI,omar moussa,2:25:25.00,
49,seoul-1988,men,50,MEX,carlos retiz,2:25:34.00,
50,seoul-1988,men,51,ASA,gary fanelli,2:25:35.00,
51,seoul-1988,men,52,IRL,john woods,2:25:38.00,
52,seoul-1988,men,53,SWZ,gideon mthembu,2:25:56.00,
53,seoul-1988,men,54,NEP,baikuntha manandhar,2:25:57.00,
54,seoul-1988,men,55,TCH,karel david,2:26:12.00,
55,seoul-1988,men,56,BRA,ivo machado rodrigues,2:26:27.00,
56,seoul-1988,men,57,MEX,martin mondragon,2:27:10.00,
57,seoul-1988,men,58,SWZ,vusie olamini,2:28:06.00,
