,year,gender,rank,country,name,time,notes
58,seoul-1988,men,59,NIG,inni aboubacar,2:28:15.00,
59,seoul-1988,men,60,NGR,yohanna waziri,2:29:14.00,
60,seoul-1988,men,61,LES,nqheku nteso,2:29:44.00,
61,seoul-1988,men,62,UGA,benjamin longiros,2:30:29.00,
62,seoul-1988,men,63,UGA,vincent ruguga,2:31:04.00,
63,seoul-1988,men,64,ESP,alfonso abellan limares,2:31:10.00,
64,seoul-1988,men,65,SRI,vithanakande lek samarasinghe,2:31:29.00,
65,seoul-1988,men,66,NEP,tika bogati,2:31:49.00,
66,seoul-1988,men,67,CAN,dave edge,2:32:19.00,
67,seoul-1988,men,68,CRC,luis lopez rocer,2:32:43.00,
68,seoul-1988,men,69,BOL,juan rodrigo camacho,2:34:41.00,
69,seoul-1988,men,70,NGR,abbas mohammed,2:35:26.00,
70,seoul-1988,men,71,TUR,ahmet altun,2:37:44.00,
71,seoul-1988,men,72,ZIM,james gombedza,2:38:13.00,
72,seoul-1988,men,73,COD,kamana koji,2:38:34.00,
73,seoul-1988,men,74,ANG,joao carvalho,2:40:45.00,
74,seoul-1988,men,75,PNG,aaron dupnai,2:41:47.00,
75,seoul-1988,men,76,FIJ,bineshwar prasad,2:41:50.00,
76,seoul-1988,men,77,ISV,calvin dallas,2:42:19.00,
77,seoul-1988,men,78,RWA,telesphore dusabe,2:42:52.00,
78,seoul-1988,men,79,BIZ,eugene muslar,2:43:29.00,
79,seoul-1988,men,80,NIG,hassan karimou,2:43:51.00,
80,seoul-1988,men,81,ISV,wallace williams,2:44:40.00,
81,seoul-1988,men,82,LES,mohala mohlolo,2:44:44.00,
82,seoul-1988,men,83,OMA,awadh shaban al-sameer,2:46:59.00,
83,seoul-1988,men,84,JAM,derek adamson,2:47:57.00,
84,seoul-1988,men,85,NEP,krishna bahadur basnet,2:47:57.00,
85,seoul-1988,men,86,GUM,fred schumann,2:49:52.00,
86,seoul-1988,men,87,MAW,john mwathiwa,2:51:43.00,
87,seoul-1988,men,88,ISV,marlon selwyn williams,2:52:06.00,
88,seoul-1988,men,89,COD,kaleka mutoke,2:55:21.00,
89,seoul-1988,men,90,GUM,james walker,2:56:32.00,
90,seoul-1988,men,91,SOM,mohiddin mohamed kulmiye,2:58:10.00,
91,seoul-1988,men,92,UGA,jackson fred ogwang,2:59:35.00,
92,seoul-1988,men,93,IRI,naser babapur,3:00:20.00,
93,seoul-1988,men,94,GUM,ricardo joseph taitano,3:03:19.00,
94,seoul-1988,men,95,SLE,baba ibrahim suma-keita,3:04:00.00,
95,seoul-1988,men,96,GUI,alassane bah,3:06:27.00,
96,seoul-1988,men,97,VIE,nguyen van thuyet,3:10:57.00,
97,seoul-1988,men,98,BIZ,polin belisle,3:14:02.00,
98,seoul-1988,men,,KEN,ibrahim hussein,None,Did not finish
99,seoul-1988,men,,GDR,jorg peter,None,Did not finish
100,seoul-1988,men,,IRL,john treacy,None,Did not finish
101,seoul-1988,men,,MAR,moustafa el-nechchadi,None,Did not finish
102,seoul-1988,men,,NOR,geir kvernmo,None,Did not finish
103,seoul-1988,men,,SUI,bruno lafranchi,None,Did not finish
104,seoul-1988,men,,FRA,alain lazare,None,Did not finish
105,seoul-1988,men,,POR,paulo catarino,None,Did not finish
106,seoul-1988,men,,CHI,omar domingo aguilar,None,Did not finish
107,seoul-1988,men,,BEL,dirk van der herten,None,Did not finish
108,seoul-1988,men,,USA,mark conover,None,Did not finish
109,seoul-1988,men,,KOR,seong-nak gwon,None,Did not finish
110,seoul-1988,men,,ESP,honorato hernández,None,Did not finish
111,seoul-1988,men,,TCH,martin vrabel,None,Did not finish
112,seoul-1988,men,,SOL,john maeke,None,Did not finish
113,seoul-1988,men,,MAW,george mambosasa,None,Did not finish
114,seoul-1988,men,,MDV,abdul haji abdul latheef,None,Did not finish
115,seoul-1988,men,,MDV,hussein haleem,None,Did not finish
116,seoul-1988,men,,SOM,ahmed mohamed ismail,None,Did not finish
117,seoul-1988,men,,KEN,joseph kipsang,None,Did not finish
0,seoul-1988,women,G,POR,rosa mota,2:25:40.00,
1,seoul-1988,women,S,AUS,lisa martin-ondieki-o'dea,2:25:53.00,
2,seoul-1988,women,B,GDR,katrin dörre,2:26:21.00,
3,seoul-1988,women,4,URS,tetiana polovynska,2:27:05.00,
4,seoul-1988,women,5,CHN,you-feng zhao,2:27:06.00,
5,seoul-1988,women,6,ITA,laura fogli,2:27:49.00,
6,seoul-1988,women,7,LUX,daniele kaber,2:29:23.00,
7,seoul-1988,women,8,ITA,maria curatolo,2:30:14.00,
8,seoul-1988,women,9,URS,zoya ivanova,2:30:25.00,
9,seoul-1988,women,10,GBR,angela joyce pain,2:30:51.00,
10,seoul-1988,women,11,CAN,odette lapierre,2:30:56.00,
11,seoul-1988,women,12,GBR,susan tooby,2:31:33.00,
12,seoul-1988,women,13,HUN,karolina szabo,2:32:26.00,
13,seoul-1988,women,14,FRA,françoise bonnet,2:32:36.00,
14,seoul-1988,women,15,KOR,mi-ok lee,2:32:51.00,
15,seoul-1988,women,16,URS,raisa smekhnova,2:33:19.00,
16,seoul-1988,women,17,USA,nancy jane ditz,2:33:42.00,
17,seoul-1988,women,18,FRA,maria lelut-rebelo,2:33:47.00,
18,seoul-1988,women,19,FRA,jocelyne villeton,2:34:02.00,
19,seoul-1988,women,20,POR,conceiçao ferreira,2:34:23.00,
20,seoul-1988,women,21,FRG,kerstin pressler,2:34:26.00,
21,seoul-1988,women,22,POL,wanda panfil,2:34:35.00,
22,seoul-1988,women,23,ITA,antonella bizioli,2:34:38.00,
23,seoul-1988,women,24,SWE,evy palm,2:34:41.00,
24,seoul-1988,women,25,JPN,eriko asai,2:34:41.00,
25,seoul-1988,women,26,CAN,lizanne bussieres,2:35:03.00,
26,seoul-1988,women,27,FRG,gabriela wolf,2:35:11.00,
27,seoul-1988,women,28,JPN,kumi araki,2:35:15.00,
28,seoul-1988,women,29,JPN,misako miyahara,2:35:26.00,
29,seoul-1988,women,30,CHN,huandi zhong,2:36:02.00,
30,seoul-1988,women,31,CAN,ellen rochefort,2:36:44.00,
31,seoul-1988,women,32,GBR,susan sarah crehan,2:36:57.00,
32,seoul-1988,women,33,NZL,lorraine mary moller,2:37:52.00,
33,seoul-1988,women,34,NED,carolina beurskens,2:37:52.00,
34,seoul-1988,women,35,BEL,magda ilands,2:38:02.00,
35,seoul-1988,women,36,NOR,sidsel grottenberg,2:38:17.00,
36,seoul-1988,women,37,KOR,eun-ju im,2:38:21.00,
37,seoul-1988,women,38,RWA,marcianne mukamurenzi,2:40:12.00,
38,seoul-1988,women,39,USA,margaret keyes groos,2:40:59.00,
39,seoul-1988,women,40,USA,cathy o'brien,2:41:04.00,
40,seoul-1988,women,41,FIN,tuija toivonen,2:43:00.00,
41,seoul-1988,women,42,FIN,sinikka keskitalo,2:43:00.00,
42,seoul-1988,women,43,MEX,blanca jaime,2:43:00.00,
43,seoul-1988,women,44,BRA,angelica almeida,2:43:40.00,
44,seoul-1988,women,45,TCH,ludmila melicherova,2:43:56.00,
45,seoul-1988,women,46,IRL,ailish smyth,2:44:17.00,
46,seoul-1988,women,47,SUI,genoveva eichenmann,2:44:37.00,
47,seoul-1988,women,48,SUI,rosmarie muller,2:47:31.00,
48,seoul-1988,women,49,KEN,pascaline wangui,2:47:42.00,
49,seoul-1988,women,50,RWA,apollinarie nyinawabéra,2:49:18.00,
50,seoul-1988,women,51,MRI,maryse justin,2:50:00.00,
51,seoul-1988,women,52,CAY,michelle bush,2:51:30.00,
52,seoul-1988,women,53,GUA,maria pilar menendez de cox,2:51:33.00,
53,seoul-1988,women,54,CHN,juan li,2:53:08.00,
54,seoul-1988,women,55,ZIM,linda elizabeth hunter,2:53:17.00,
55,seoul-1988,women,56,ARU,cornelia marina melis,2:53:24.00,
56,seoul-1988,women,57,IRL,marie murphy-rollins,2:54:37.00,
57,seoul-1988,women,58,ESA,kriscia lorena garcia blanco,3:04:21.00,
58,seoul-1988,women,59,GUM,julie ogborn,3:06:05.00,
59,seoul-1988,women,60,NEP,rajkumari pandey,3:10:31.00,
60,seoul-1988,women,61,NEP,menuka rawat,3:11:17.00,
61,seoul-1988,women,62,GRN,arlene vincent-mark,3:23:56.00,
62,seoul-1988,women,63,GUM,lourdes klitzke,3:25:32.00,
63,seoul-1988,women,64,GUM,mariana ysrael,3:42:23.00,
64,seoul-1988,women,,NOR,grete waitz-andersen,None,Did not finish
65,seoul-1988,women,,BEL,agnes pardaens,None,Did not finish
66,seoul-1988,women,,KOR,mi-kyong kim,None,Did not finish
67,seoul-1988,women,,NOR,bente moe,None,Did not finish
68,seoul-1988,women,,MYA,mar mar min,None,Did not finish
69,seoul-1988,women,,POR,arnaldo cunha,None,Did not finish
70,seoul-1988,women,,GDR,birgit stephan,None,Did not start
71,seoul-1988,women,,CYP,katerina pratsi,None,Did not start
0,los-angeles-1984,men,G,POR,carlos lopes,2:09:21.00,
1,los-angeles-1984,men,S,IRL,john treacy,2:09:56.00,
2,los-angeles-1984,men,B,GBR,charles spedding,2:09:58.00,
3,los-angeles-1984,men,4,JPN,takeshi so,2:10:55.00,
4,los-angeles-1984,men,5,AUS,rob de castella,2:11:09.00,
5,los-angeles-1984,men,6,TAN,juma ikangaa,2:11:10.00,
6,los-angeles-1984,men,7,KEN,joseph nzau,2:11:28.00,
7,los-angeles-1984,men,8,DJI,djama robleh,2:11:39.00,
8,los-angeles-1984,men,9,IRL,jeremy kiernan,2:12:20.00,
9,los-angeles-1984,men,10,NZL,rodney dixon,2:12:57.00,
10,los-angeles-1984,men,11,USA,peter dickson pfitzinger,2:13:53.00,
11,los-angeles-1984,men,12,GBR,robin evan hugh jones,2:13:57.00,
12,los-angeles-1984,men,13,PUR,jorge gonzalez rivera,2:14:00.00,
13,los-angeles-1984,men,14,JPN,toshihiko seko,2:14:13.00,
14,los-angeles-1984,men,15,USA,alberto bauday salazar,2:14:19.00,
15,los-angeles-1984,men,16,TUR,mehmet terzi,2:14:20.00,
16,los-angeles-1984,men,17,JPN,shigeru so,2:14:38.00,
17,los-angeles-1984,men,18,FRG,ralf salzmann,2:15:29.00,
18,los-angeles-1984,men,19,DEN,henrik hove jorgensen,2:15:55.00,
19,los-angeles-1984,men,20,DJI,hussein ahmed salah,2:15:59.00,
20,los-angeles-1984,men,21,TAN,agapius amo,2:16:25.00,
21,los-angeles-1984,men,22,TAN,gidemas shahanga,2:16:27.00,
22,los-angeles-1984,men,23,BRA,eloi schleder,2:16:35.00,
23,los-angeles-1984,men,24,BEL,karel lismont,2:17:07.00,
24,los-angeles-1984,men,25,DEN,allan zackariasen,2:17:10.00,
25,los-angeles-1984,men,26,GRE,mikhail koussis,2:17:38.00,
26,los-angeles-1984,men,27,FIN,pertti tiainen,2:17:43.00,
27,los-angeles-1984,men,28,FRA,alain lazare,2:17:52.00,
28,los-angeles-1984,men,29,UGA,vincent ruguga,2:17:54.00,
29,los-angeles-1984,men,30,BEL,armand parmentier,2:18:10.00,
30,los-angeles-1984,men,31,PUR,cesar mercado,2:19:09.00,
31,los-angeles-1984,men,32,DJI,abdillahi charmaké,2:19:11.00,
32,los-angeles-1984,men,33,NOR,oyvind dahl,2:19:28.00,
33,los-angeles-1984,men,34,NZL,derek froude,2:19:44.00,
34,los-angeles-1984,men,35,ITA,giovanni d'aleo,2:20:12.00,
35,los-angeles-1984,men,36,MEX,jesus herrera,2:20:33.00,
36,los-angeles-1984,men,37,KOR,hong-yul lee,2:20:56.00,
37,los-angeles-1984,men,38,BOL,juan rodrigo camacho,2:21:04.00,
38,los-angeles-1984,men,39,NED,cor vriend,2:21:08.00,
39,los-angeles-1984,men,40,LES,frans ntaole,2:21:09.00,
40,los-angeles-1984,men,41,BEL,johan geirnaert,2:21:35.00,
41,los-angeles-1984,men,42,FRA,jacques boxberger,2:22:00.00,
42,los-angeles-1984,men,43,ITA,marco marchei,2:22:38.00,
43,los-angeles-1984,men,44,CAN,arthur boileau,2:22:43.00,
44,los-angeles-1984,men,45,SWZ,samuel hlawe,2:22:45.00,
45,los-angeles-1984,men,46,NEP,baikuntha manandhar,2:22:51.00,
46,los-angeles-1984,men,47,SOM,ahmed mohamed ismail,2:23:27.00,
47,los-angeles-1984,men,48,KOR,hong-nak chae,2:23:33.00,
48,los-angeles-1984,men,49,KEN,joseph maisiba-otieno,2:24:13.00,
49,los-angeles-1984,men,50,SUI,bruno lafranchi,2:24:38.00,
50,los-angeles-1984,men,51,IRL,richard hooper,2:24:41.00,
51,los-angeles-1984,men,52,JAM,derek adamson,2:25:02.00,
52,los-angeles-1984,men,53,PUR,claudio caban,2:27:16.00,
53,los-angeles-1984,men,54,LUX,marc agosta,2:27:41.00,
54,los-angeles-1984,men,55,BOT,wilson theleso,2:29:20.00,
55,los-angeles-1984,men,56,CHI,alejandro silva,2:29:53.00,
56,los-angeles-1984,men,57,TPE,chang-ming chen,2:29:57.00,
57,los-angeles-1984,men,58,KOR,won-sick kim,2:30:57.00,
58,los-angeles-1984,men,59,ARG,ruben aguilar,2:31:18.00,
59,los-angeles-1984,men,60,ISR,shemtov sabag,2:31:34.00,
60,los-angeles-1984,men,61,LES,vincent rakabaele,2:32:15.00,
61,los-angeles-1984,men,62,CYP,marios kassianidis,2:32:51.00,
62,los-angeles-1984,men,63,NEP,arjun pandit,2:32:53.00,
63,los-angeles-1984,men,64,JOR,ismael mahmoud ghassab,2:33:30.00,
64,los-angeles-1984,men,65,CAN,alain bordeleau,2:34:27.00,
65,los-angeles-1984,men,66,PNG,tau john tokwepota,2:36:36.00,
66,los-angeles-1984,men,67,ZIM,patrick nyambariro-nhauro,2:37:18.00,
67,los-angeles-1984,men,68,KEN,kimurgor ngeny,2:37:19.00,
68,los-angeles-1984,men,69,NEP,amira prasad yadav,2:38:10.00,
69,los-angeles-1984,men,70,CAF,adolphe ambowode,2:41:26.00,
70,los-angeles-1984,men,71,HON,carlos avila,2:42:03.00,
71,los-angeles-1984,men,72,MAD,jules randrianarivelo,2:43:05.00,
72,los-angeles-1984,men,73,SOM,abdul lahij ahmed,2:44:39.00,
73,los-angeles-1984,men,74,MAW,george mambosasa,2:46:14.00,
74,los-angeles-1984,men,75,ISV,marlon selwyn williams,2:46:50.00,
75,los-angeles-1984,men,76,BOT,johnson mbangiwa,2:48:12.00,
76,los-angeles-1984,men,77,PHI,leonardo illut,2:49:39.00,
77,los-angeles-1984,men,78,HAI,dieudonne lamothe,2:52:18.00,
78,los-angeles-1984,men,,MAW,matthews kambale,None,Did not finish
79,los-angeles-1984,men,,QAT,ibrahim al-taher,None,Did not finish
80,los-angeles-1984,men,,COL,domingo tibaduiza reyes,None,Did not finish
81,los-angeles-1984,men,,TUR,mehmet yurdadon,None,Did not finish
82,los-angeles-1984,men,,SWE,tommy persson,None,Did not finish
83,los-angeles-1984,men,,BOT,bigboy josie matlapeng,None,Did not finish
84,los-angeles-1984,men,,OMA,awadh shaban al-sameer,None,Did not finish
85,los-angeles-1984,men,,CAN,dave edge,None,Did not finish
86,los-angeles-1984,men,,POR,cidalio caetano,None,Did not finish
87,los-angeles-1984,men,,USA,john b. tuttle,None,Did not finish
88,los-angeles-1984,men,,UGA,wilson achia,None,Did not finish
89,los-angeles-1984,men,,AUT,gerhard hartmann,None,Did not finish
90,los-angeles-1984,men,,NED,cornelis lambregts,None,Did not finish
91,los-angeles-1984,men,,ZIM,tommy lazarus,None,Did not finish
92,los-angeles-1984,men,,CRC,ronaldo lanzoni,None,Did not finish
93,los-angeles-1984,men,,NED,gerard nijboer,None,Did not finish
94,los-angeles-1984,men,,ESP,cuevas santiago de la parte de las,None,Did not finish
95,los-angeles-1984,men,,TUR,ahmet altun,None,Did not finish
96,los-angeles-1984,men,,ESP,juan carlos traspaderne,None,Did not finish
97,los-angeles-1984,men,,SWE,kjell-erik stahl,None,Did not finish
98,los-angeles-1984,men,,MEX,rodolfo gomez,None,Did not finish
99,los-angeles-1984,men,,GBR,geoffrey smith,None,Did not finish
100,los-angeles-1984,men,,NOR,stig roar huseby,None,Did not finish
101,los-angeles-1984,men,,POR,delfim moreira,None,Did not finish
102,los-angeles-1984,men,,MEX,miguel angel cruz,None,Did not finish
103,los-angeles-1984,men,,CHI,omar domingo aguilar,None,Did not finish
104,los-angeles-1984,men,,LBR,nimley twegbe,None,Did not finish
105,los-angeles-1984,men,,COD,masini situ-kumbanga,None,Did not finish
106,los-angeles-1984,men,,CYP,filippos filippou,None,Did not finish
107,los-angeles-1984,men,,FIN,martti vainio,None,Did not start
0,los-angeles-1984,women,G,USA,joan benoit,2:24:52.00,
1,los-angeles-1984,women,S,NOR,grete waitz-andersen,2:26:18.00,
2,los-angeles-1984,women,B,POR,rosa mota,2:26:57.00,
3,los-angeles-1984,women,4,NOR,ingrid kristiansen-christensen,2:27:34.00,
4,los-angeles-1984,women,5,NZL,lorraine mary moller,2:28:34.00,
5,los-angeles-1984,women,6,GBR,priscilla welch,2:28:54.00,
6,los-angeles-1984,women,7,AUS,lisa martin-ondieki-o'dea,2:29:03.00,
7,los-angeles-1984,women,8,CAN,sylvia ruegger,2:29:09.00,
8,los-angeles-1984,women,9,ITA,laura fogli,2:29:28.00,
9,los-angeles-1984,women,10,FIN,tuija toivonen,2:32:07.00,
10,los-angeles-1984,women,11,GBR,joyce esther smith,2:32:48.00,
11,los-angeles-1984,women,12,ITA,alba milana,2:33:01.00,
12,los-angeles-1984,women,13,DEN,dorthe skovshoved rasmussen,2:33:40.00,
13,los-angeles-1984,women,14,GBR,sarah louise rowell,2:34:08.00,
14,los-angeles-1984,women,15,FIN,sinikka keskitalo,2:35:15.00,
15,los-angeles-1984,women,16,FRG,charlotte teske-bernhardt,2:35:56.00,
16,los-angeles-1984,women,17,CAN,annemarie malone,2:36:33.00,
17,los-angeles-1984,women,18,SWE,marie-louise hamrin,2:36:41.00,
18,los-angeles-1984,women,19,JPN,nanae sasaki,2:37:04.00,
19,los-angeles-1984,women,20,ITA,paola moro,2:37:06.00,
20,los-angeles-1984,women,21,BEL,ria van landeghem,2:37:11.00,
21,los-angeles-1984,women,22,NED,carolina beurskens,2:37:51.00,
22,los-angeles-1984,women,23,IRL,regina joyce,2:37:57.00,
23,los-angeles-1984,women,24,BEL,marie christine deurbroeck,2:38:01.00,
24,los-angeles-1984,women,25,MEX,maria trujillo,2:38:50.00,
25,los-angeles-1984,women,26,NOR,bente moe,2:40:52.00,
26,los-angeles-1984,women,27,NZL,mary o'connor,2:41:22.00,
27,los-angeles-1984,women,28,IRL,carey may,2:41:27.00,
28,los-angeles-1984,women,29,BEL,francine peeters,2:42:22.00,
29,los-angeles-1984,women,30,ISR,zehava shmueli,2:42:27.00,
30,los-angeles-1984,women,31,HKG,lai-chu ng,2:42:38.00,
31,los-angeles-1984,women,32,CHI,monica regonesi,2:44:44.00,
32,los-angeles-1984,women,33,PUR,naydi nazario,2:45:49.00,
33,los-angeles-1984,women,34,HKG,yuko gordon,2:46:12.00,
34,los-angeles-1984,women,35,PER,ena guevara,2:46:50.00,
35,los-angeles-1984,women,36,USA,julie ann brown,2:47:33.00,
36,los-angeles-1984,women,37,SUI,gaby andersen-schiess,2:48:42.00,
37,los-angeles-1984,women,38,POR,rita borralho,2:50:58.00,
38,los-angeles-1984,women,39,POR,conceiçao ferreira,2:50:58.00,
39,los-angeles-1984,women,40,MEX,maria cardenas,2:51:03.00,
40,los-angeles-1984,women,41,MEX,maría luisa ronquillo,2:51:04.00,
41,los-angeles-1984,women,42,BOL,nelly wright,2:51:35.00,
42,los-angeles-1984,women,43,KEN,mary wagaki,2:52:00.00,
43,los-angeles-1984,women,44,BRA,eleonora costa soares de mendonca,2:52:19.00,
44,los-angeles-1984,women,,NGR,ifeoma mbanugo,None,Did not finish
45,los-angeles-1984,women,,NZL,anne audain,None,Did not finish
46,los-angeles-1984,women,,CAN,jacqueline gareau,None,Did not finish
47,los-angeles-1984,women,,HON,leda diaz de cano,None,Did not finish
48,los-angeles-1984,women,,USA,mary julie isphording,None,Did not finish
49,los-angeles-1984,women,,JPN,akemi masuda,None,Did not finish
0,montreal-1976,men,G,GDR,waldemar cierpinski,2:09:55.00,
1,montreal-1976,men,S,USA,frank charles shorter,2:10:45.80,
2,montreal-1976,men,B,BEL,karel lismont,2:11:12.60,
3,montreal-1976,men,4,USA,donald franklin kardong,2:11:15.80,
4,montreal-1976,men,5,FIN,lasse viren,2:13:10.80,
5,montreal-1976,men,6,CAN,jerome drayton,2:13:30.00,
6,montreal-1976,men,7,URS,leonid moseyev,2:13:33.40,
7,montreal-1976,men,8,ITA,franco fava,2:14:24.60,
8,montreal-1976,men,9,URS,aleksandr gotsky,2:15:34.00,
9,montreal-1976,men,10,BEL,rik schoofs,2:15:52.40,
10,montreal-1976,men,11,IND,singh singh,2:16:22.00,
11,montreal-1976,men,12,PRK,sop-choe chang,2:16:33.20,
12,montreal-1976,men,13,ITA,massimo magnani,2:16:56.40,
13,montreal-1976,men,14,SWE,goran bengtsson,2:17:39.60,
14,montreal-1976,men,15,POL,kazimierz orzel,2:17:43.40,
15,montreal-1976,men,16,FIN,hakan spik,2:17:50.60,
16,montreal-1976,men,17,NZL,jack foster,2:17:53.40,
17,montreal-1976,men,18,MEX,mario cuevas,2:18:08.80,
18,montreal-1976,men,19,MEX,rodolfo gomez,2:18:21.20,
19,montreal-1976,men,20,JPN,shigeru so,2:18:26.00,
20,montreal-1976,men,21,JPN,moriyasu mizukami,2:18:44.20,
21,montreal-1976,men,22,POR,ana cleto pereira pinto,2:18:53.40,
22,montreal-1976,men,23,PUR,jose de jesus,2:19:34.80,
23,montreal-1976,men,24,URS,yuri velikorodnykh,2:19:45.60,
24,montreal-1976,men,25,NED,josephus j.m. hermens,2:19:48.20,
25,montreal-1976,men,26,GBR,george jeffery norman,2:20:04.80,
26,montreal-1976,men,27,FIN,jukka olavi toivola,2:20:26.60,
27,montreal-1976,men,28,DEN,jorgen pilegaard jensen,2:20:44.60,
28,montreal-1976,men,29,GRE,mikhail koussis,2:21:42.00,
29,montreal-1976,men,30,CAN,thomas howard,2:22:08.80,
30,montreal-1976,men,31,GBR,keith angus,2:22:18.60,
31,montreal-1976,men,32,JPN,akio usami,2:22:29.60,
32,montreal-1976,men,33,CUB,rigoberto mendoza perez,2:22:43.20,
33,montreal-1976,men,34,FRA,fernand kolbeck,2:22:56.80,
34,montreal-1976,men,35,AUS,christopher wardlaw,2:23:56.80,
35,montreal-1976,men,36,CAN,wayne yetman,2:24:17.40,
36,montreal-1976,men,37,TUR,huseyin aktas,2:24:30.00,
37,montreal-1976,men,38,TUR,veli balli,2:24:47.00,
38,montreal-1976,men,39,IRL,james mcnamara,2:24:57.20,
39,montreal-1976,men,40,USA,william henry rodgers,2:25:14.80,
40,montreal-1976,men,41,HON,hipolito lopez,2:26:00.00,
41,montreal-1976,men,42,IRL,daniel mcdaid,2:27:07.20,
42,montreal-1976,men,43,PAR,eusebio cardoso,2:27:22.80,
43,montreal-1976,men,44,PRK,chang-son kim,2:27:38.80,
44,montreal-1976,men,45,GBR,barrington watson,2:28:32.20,
45,montreal-1976,men,46,ESP,agustin fernandez diaz,2:28:37.80,
46,montreal-1976,men,47,POL,jerzy gros,2:28:45.80,
47,montreal-1976,men,48,COL,jairo cubillos ramirez,2:29:04.40,
48,montreal-1976,men,49,HON,luis antonio raudales,2:29:25.00,
49,montreal-1976,men,50,NEP,baikuntha manandhar,2:30:07.00,
50,montreal-1976,men,51,ESP,antonio banos alonso,2:31:01.60,
51,montreal-1976,men,52,PRK,chun-son koh,2:31:54.80,
52,montreal-1976,men,53,PUR,victor serrano,2:34:59.60,
53,montreal-1976,men,54,FRG,günther mielke,2:35:44.80,
54,montreal-1976,men,55,IRL,nigel cusack,2:35:47.20,
55,montreal-1976,men,56,PNG,tau john tokwepota,2:38:04.60,
56,montreal-1976,men,57,PHI,victor idava,2:38:23.20,
57,montreal-1976,men,58,BER,raymond swan,2:39:18.40,
58,montreal-1976,men,59,PNG,john kokinai,2:41:49.00,
59,montreal-1976,men,60,BOL,lucio guachalla,2:45:31.80,
60,montreal-1976,men,,COL,rafael mora zamora,None,Did not finish
61,montreal-1976,men,,HAI,thancule dezart,None,Did not finish
62,montreal-1976,men,,AUS,david chettle,None,Did not finish
63,montreal-1976,men,,ESP,santiago manguan pascual,None,Did not finish
64,montreal-1976,men,,AUS,ross haywood,None,Did not finish
65,montreal-1976,men,,ITA,giuseppe cindolo,None,Did not finish
66,montreal-1976,men,,NZL,kevin ryan,None,Did not finish
67,montreal-1976,men,,BEL,gaston roelants,None,Did not start
68,montreal-1976,men,,HAI,olmeus charles,None,Did not start
69,montreal-1976,men,,POR,carlos lopes,None,Did not start
70,montreal-1976,men,,ROU,ilie floroiu,None,Did not start
0,munich-1972,men,G,USA,frank charles shorter,2:12:19.80,
1,munich-1972,men,S,BEL,karel lismont,2:14:31.80,
2,munich-1972,men,B,ETH,mamo wolde,2:15:08.40,
3,munich-1972,men,4,USA,kenneth clark moore,2:15:39.80,
4,munich-1972,men,5,JPN,kenji kimihara,2:16:27.00,
5,munich-1972,men,6,GBR,ronald hill,2:16:30.60,
6,munich-1972,men,7,GBR,don macgregor,2:16:34.40,
7,munich-1972,men,8,NZL,jack foster,2:16:56.20,
8,munich-1972,men,9,USA,jack stangl bacheler,2:17:38.20,
9,munich-1972,men,10,ETH,lengissa bedane,2:18:36.80,
10,munich-1972,men,11,FIN,seppo olavi nikkari,2:18:49.40,
11,munich-1972,men,12,JPN,akio usami,2:18:58.00,
12,munich-1972,men,13,AUS,derek clayton,2:19:49.60,
13,munich-1972,men,14,URS,yuri velikorodnykh,2:20:02.20,
14,munich-1972,men,15,URS,anatolijus baranovas,2:20:10.40,
15,munich-1972,men,16,FRG,paul angenvoorth,2:20:19.00,
16,munich-1972,men,17,SWZ,richard mabusa,2:20:39.60,
17,munich-1972,men,18,ETH,demisse wolde,2:20:44.00,
18,munich-1972,men,19,FIN,reino ensio paukkonen,2:21:06.40,
19,munich-1972,men,20,GBR,colin kirkham,2:21:54.80,
20,munich-1972,men,21,ITA,antonio brutti,2:22:12.00,
21,munich-1972,men,22,NZL,david closs mckenzie,2:22:19.20,
22,munich-1972,men,23,IRL,daniel mcdaid,2:22:25.20,
23,munich-1972,men,24,ITA,renato martini,2:22:41.40,
24,munich-1972,men,25,GDR,eckhard lesse,2:22:49.60,
25,munich-1972,men,26,MEX,jacinto sabinal,2:22:56.60,
26,munich-1972,men,27,HUN,gyula toth,2:22:59.80,
27,munich-1972,men,28,FRA,fernand kolbeck,2:23:01.20,
28,munich-1972,men,29,COL,hernan barreneche,2:23:40.00,
29,munich-1972,men,30,DEN,jorgen pilegaard jensen,2:24:00.20,
30,munich-1972,men,31,FRG,manfred steffny,2:24:25.40,
31,munich-1972,men,32,FRG,lutz philipp,2:24:25.40,
32,munich-1972,men,33,HUN,ferenc szekeres,2:25:17.60,
33,munich-1972,men,34,NZL,terence manners,2:25:29.20,
34,munich-1972,men,35,URS,igor shcherbak,2:25:37.40,
35,munich-1972,men,36,JPN,yoshiaki unetani,2:25:59.00,
36,munich-1972,men,37,PRK,chang-son kim,2:26:45.60,
37,munich-1972,men,38,ITA,francesco de menego,2:26:52.20,
38,munich-1972,men,39,ESP,agustin fernandez diaz,2:27:14.20,
39,munich-1972,men,40,POL,edward stawiarz,2:28:12.40,
40,munich-1972,men,41,POR,armando aldegalega,2:28:24.60,
41,munich-1972,men,42,IRL,desmond mcgann,2:28:31.60,
42,munich-1972,men,43,GUA,carlos cuque,2:28:37.00,
43,munich-1972,men,44,SUI,alfons sidler,2:29:09.20,
44,munich-1972,men,45,MEX,alfredo penaloza,2:29:51.00,
45,munich-1972,men,46,BEL,walter van renterghem,2:29:58.40,
