,year,gender,rank,country_code,name,time,notes,country_x,ISO_x,Latitude (average)_x,Longitude (average)_x,country_y,ISO_y,Latitude (average)_y,Longitude (average)_y,country,ISO,Latitude (average),Longitude (average)
3163,helsinki-1952,men,24,NOR,jacob kjersem,2:36:14.00,,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0
3164,helsinki-1952,men,25,JPN,katsuo nishida,2:36:19.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
3165,helsinki-1952,men,26,JPN,keizo yamada,2:38:11.20,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
3166,helsinki-1952,men,27,URS,feodosi vanin,2:38:22.00,,,,,,,,,,,,,
3167,helsinki-1952,men,28,URS,grigory suchkov,2:38:28.80,,,,,,,,,,,,,
3168,helsinki-1952,men,29,SWE,henry norrstrom,2:38:57.40,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3169,helsinki-1952,men,30,GER,dietrich (dieter) engelhardt,2:39:37.20,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
3170,helsinki-1952,men,31,ROU,cristea dinu,2:39:42.20,,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
3171,helsinki-1952,men,32,BEL,jean leblond,2:40:37.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
3172,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3173,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3174,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3175,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3176,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3177,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3178,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3179,helsinki-1952,men,33,KOR,choong-sik choi,2:41:23.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3180,helsinki-1952,men,34,NOR,john systad,2:41:29.80,,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0
3181,helsinki-1952,men,35,TCH,jaroslav sourek,2:41:40.40,,,,,,,,,,,,,
3182,helsinki-1952,men,36,USA,tom jones,2:42:50.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3183,helsinki-1952,men,37,AUS,bob prentice,2:43:13.40,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
3184,helsinki-1952,men,38,PAK,muhammad havildar aslam,2:43:38.20,,Pakistan,PAK,30.0,70.0,Pakistan,PAK,30.0,70.0,Pakistan,PAK,30.0,70.0
3185,helsinki-1952,men,39,AUT,adolf gruber,2:45:02.00,,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333
3186,helsinki-1952,men,40,CAN,paul albert collins,2:45:58.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
3187,helsinki-1952,men,41,ROU,vasile teodosiu,2:46:00.80,,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
3188,helsinki-1952,men,42,DEN,erik gunnar simonsen,2:46:41.40,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
3189,helsinki-1952,men,43,GER,ludwig warnemunde,2:50:00.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
3190,helsinki-1952,men,44,USA,ted corbitt,2:51:09.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3191,helsinki-1952,men,45,AUS,claude smeal,2:52:23.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
3192,helsinki-1952,men,46,ITA,asfo bussotti,2:52:55.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
3193,helsinki-1952,men,47,POL,winand osinski,2:54:38.20,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
3194,helsinki-1952,men,48,DEN,svend erik olaf sorensen,2:55:21.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
3195,helsinki-1952,men,49,IRL,joseph west,2:56:22.80,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
3196,helsinki-1952,men,50,SUI,rudolf morgenthaler,2:56:33.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
3197,helsinki-1952,men,51,EGY,hassan abdel gani abdelfattah,2:56:56.00,,Egypt,EGY,27.0,30.0,Egypt,EGY,27.0,30.0,Egypt,EGY,27.0,30.0
3198,helsinki-1952,men,52,IND,surat singh matur,2:58:09.20,,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
3199,helsinki-1952,men,53,ITA,artidoro berti,2:58:36.20,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
3200,helsinki-1952,men,,TUR,ahmet aytar,None,Did not finish,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
3201,helsinki-1952,men,,PAK,muhammad ben aras,None,Did not finish,Pakistan,PAK,30.0,70.0,Pakistan,PAK,30.0,70.0,Pakistan,PAK,30.0,70.0
3202,helsinki-1952,men,,FRA,lionel charles r. billas,None,Did not finish,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3203,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3204,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3205,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3206,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3207,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3208,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3209,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3210,helsinki-1952,men,,KOR,chong-oh hong,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3211,helsinki-1952,men,,GBR,stanley ernest walter cox,None,Did not finish,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3212,helsinki-1952,men,,ARG,corsino fernandez,None,Did not finish,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
3213,helsinki-1952,men,,CHI,raúl inostroza,None,Did not finish,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
3214,helsinki-1952,men,,YUG,franjo krajcar,None,Did not finish,,,,,,,,,,,,
3215,helsinki-1952,men,,ITA,egilberto martufi,None,Did not finish,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
3216,helsinki-1952,men,,GBR,james henry peters,None,Did not finish,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3217,helsinki-1952,men,,ROU,constantin radu,None,Did not finish,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
3218,helsinki-1952,men,,JPN,yoshitaka uchikawa,None,Did not finish,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
3219,helsinki-1952,men,,GUA,luis velasquez,None,Did not finish,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25
3220,helsinki-1952,men,,AUS,leslie john perry,None,Did not start,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
3221,helsinki-1952,men,,SUI,hans frischknecht,None,Did not start,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
3222,london-1948,men,G,ARG,delfo cabrera,2:34:51.60,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
3223,london-1948,men,S,GBR,thomas john henry richards,2:35:07.60,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3224,london-1948,men,B,BEL,etienne gailly,2:35:33.60,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
3225,london-1948,men,4,RSA,johannes lodewyk coleman,2:36:06.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
3226,london-1948,men,5,ARG,eusebio c. guinez,2:36:36.00,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
3227,london-1948,men,6,RSA,thomas sidney andrew luyt,2:38:11.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
3228,london-1948,men,7,SWE,gustav östling,2:38:40.60,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3229,london-1948,men,8,NOR,john systad,2:38:41.00,,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0
3230,london-1948,men,9,ARG,alberto sensini,2:39:30.00,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
3231,london-1948,men,10,DEN,henning karl larsen,2:41:22.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
3232,london-1948,men,11,FIN,viljo heino,2:41:32.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3233,london-1948,men,12,SWE,anders melin,2:42:20.00,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3234,london-1948,men,13,FIN,jussi kurikkala,2:42:48.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3235,london-1948,men,14,USA,theodore john vogel,2:45:27.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3236,london-1948,men,15,CHI,enrique inostroza,2:47:48.00,,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
3237,london-1948,men,16,CAN,lloyd evans,2:48:07.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
3238,london-1948,men,17,CAN,gerard cote,2:48:31.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
3239,london-1948,men,18,GRE,stelios kyriakidis,2:49:00.00,,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
3240,london-1948,men,19,HUN,jozsef kiss,2:50:20.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
3241,london-1948,men,20,TUR,şevki koru,2:51:07.00,,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
3242,london-1948,men,21,USA,john adelbert kelley,2:51:56.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3243,london-1948,men,22,SUI,kaspar schiesser,2:52:09.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
3244,london-1948,men,23,CAN,walter a. fedorick,2:52:12.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
3245,london-1948,men,24,USA,aulis olavi manninen,2:56:49.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3246,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3247,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3248,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3249,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3250,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3251,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3252,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3253,london-1948,men,25,KOR,chong-oh hong,2:56:54.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3254,london-1948,men,26,IRL,frank mulvihill,2:57:35.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
3255,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3256,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3257,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3258,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3259,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3260,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3261,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3262,london-1948,men,27,KOR,yun-bok su,2:59:36.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3263,london-1948,men,28,SWE,sven hakansson,3:00:09.00,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3264,london-1948,men,29,SUI,jakob jutz,3:03:55.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
3265,london-1948,men,30,GBR,stanley f. jones,3:09:16.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3266,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3267,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3268,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3269,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3270,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3271,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3272,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3273,london-1948,men,,KOR,yoon-chil choi,None,Did not finish,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
3274,london-1948,men,,FRA,arsene piesset,None,Did not finish,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3275,london-1948,men,,GRE,athanasios ragazos,None,Did not finish,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
3276,london-1948,men,,CHN,wenao luo,None,Did not finish,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
3277,london-1948,men,,GBR,john thomas holden,None,Did not finish,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3278,london-1948,men,,SUI,hans frischknecht,None,Did not finish,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
3279,london-1948,men,,IND,chhota singh,None,Did not finish,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
3280,london-1948,men,,FRA,rene josset,None,Did not finish,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3281,london-1948,men,,FIN,mikko hietanen,None,Did not finish,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3282,london-1948,men,,ITA,salvatore constantino,None,Did not finish,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
3283,london-1948,men,,FRA,pierre cousin,None,Did not finish,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3284,london-1948,men,,ESP,josé maría blay,None,Did not start,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
3285,london-1948,men,,LUX,charles heirendt,None,Did not start,Luxembourg,LUX,49.75,6.1667,Luxembourg,LUX,49.75,6.1667,Luxembourg,LUX,49.75,6.1667
3286,london-1948,men,,HUN,istvan simon,None,Did not start,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
3287,berlin-1936,men,G,JPN,kitei son,2:29:19.20,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
3288,berlin-1936,men,S,GBR,ernest harper,2:31:23.20,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3289,berlin-1936,men,B,JPN,shoryu nan,2:31:42.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
3290,berlin-1936,men,4,FIN,erkki jaakko tamila,2:32:45.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3291,berlin-1936,men,5,FIN,väinö muinonen,2:33:46.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3292,berlin-1936,men,6,RSA,johannes lodewyk coleman,2:36:17.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
3293,berlin-1936,men,7,GBR,donald mcnab robertson,2:37:06.20,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
3294,berlin-1936,men,8,RSA,henry alfred gibson,2:38:04.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
3295,berlin-1936,men,9,FIN,mauno asarias tarkiainen,2:39:33.00,,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0,Finland,FIN,64.0,26.0
3296,berlin-1936,men,10,SWE,thore enochsson,2:43:12.00,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3297,berlin-1936,men,11,GRE,stelios kyriakidis,2:43:20.00,,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
3298,berlin-1936,men,12,FRA,nouba khaleb,2:45:34.00,,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3299,berlin-1936,men,13,SWE,henry palme,2:46:08.40,,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0,Sweden,SWE,62.0,15.0
3300,berlin-1936,men,14,AUT,franz tuschek,2:46:29.00,,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333
3301,berlin-1936,men,15,CAN,jimmy bartlett,2:48:21.40,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
3302,berlin-1936,men,16,FRA,françois duval,2:48:39.80,,France,FRA,46.0,2.0,France,FRA,46.0,2.0,France,FRA,46.0,2.0
3303,berlin-1936,men,17,POR,manuel dias,2:49:00.00,,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
3304,berlin-1936,men,18,USA,john adelbert kelley,2:49:32.40,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3305,berlin-1936,men,19,TCH,miloslav lunak,2:50:26.00,,,,,,,,,,,,,
3306,berlin-1936,men,20,BEL,felix meekens,2:51:19.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
3307,berlin-1936,men,21,TCH,jan takac,2:51:20.00,,,,,,,,,,,,,
3308,berlin-1936,men,22,AUT,rudolf wöber,2:51:28.00,,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333,Austria,AUT,47.3333,13.3333
3309,berlin-1936,men,23,ROU,ludovic gall,2:55:02.00,,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
3310,berlin-1936,men,24,BEL,robert nevens,2:55:51.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
3311,berlin-1936,men,25,DEN,anders hartington andersen,2:56:31.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
3312,berlin-1936,men,26,PER,gabriel mendoza,2:57:17.80,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
