,year,gender,rank,country_code,name,time,notes,country_x,ISO_x,Latitude (average)_x,Longitude (average)_x,country_y,ISO_y,Latitude (average)_y,Longitude (average)_y,country,ISO,Latitude (average),Longitude (average)
0,rio-2016,men,G,KEN,eliud kipchoge,2:08:44.00,,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0,Kenya,KEN,1.0,38.0
1,rio-2016,men,S,ETH,feyisa lilesa,2:09:54.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
2,rio-2016,men,B,USA,galen rupp,2:10:05.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
3,rio-2016,men,4,ERI,ghirmay ghebreslassie,2:11:04.00,,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0
4,rio-2016,men,5,TAN,alphonce felix simbu,2:11:15.00,,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
5,rio-2016,men,6,USA,jared ward,2:11:30.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
6,rio-2016,men,7,SUI,tadesse abraham,2:11:42.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
7,rio-2016,men,8,UGA,munyo solomon mutai,2:11:49.00,,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0
8,rio-2016,men,9,GBR,callum hawkins,2:11:52.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
9,rio-2016,men,10,CAN,eric gillis,2:12:29.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
10,rio-2016,men,11,NED,abdi nageeye,2:13:01.00,,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75,Netherlands,NLD,52.5,5.75
11,rio-2016,men,12,DJI,mumin gala,2:13:04.00,,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0,Djibouti,DJI,11.5,43.0
12,rio-2016,men,13,ETH,lemi berhanu,2:13:29.00,,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0,Ethiopia,ETH,8.0,38.0
13,rio-2016,men,14,UGA,stephen kiprotich,2:13:32.00,,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0
14,rio-2016,men,15,BRA,paulo roberto paula,2:13:56.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
15,rio-2016,men,16,JPN,satoru sasaki,2:13:57.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
16,rio-2016,men,17,TUR,kaan kigen ozbilen,2:14:11.00,,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
17,rio-2016,men,18,ECU,bayron piedra,2:14:12.00,,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5
18,rio-2016,men,19,NOR,sondre nordstad moen,2:14:17.00,,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0,Norway,NOR,62.0,10.0
19,rio-2016,men,20,UKR,oleksandr sitkovskyy,2:14:24.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
20,rio-2016,men,21,ERI,amanuel mesel,2:14:37.00,,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0
21,rio-2016,men,22,BEL,koen naert,2:14:53.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
22,rio-2016,men,23,CAN,reid coolsaet,2:14:58.00,,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0,Canada,CAN,60.0,-95.0
23,rio-2016,men,24,RSA,lusapho april,2:15:24.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
24,rio-2016,men,25,IND,thanackal gopi,2:15:25.00,,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
25,rio-2016,men,26,IND,kheta ram,2:15:26.00,,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
26,rio-2016,men,27,PRK,il chol pak,2:15:27.00,,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0,"Korea, Democratic People's Rep. (North)[11]",PRK,40.0,127.0
27,rio-2016,men,28,AZE,evans kiplagat barkowet,2:15:31.00,,Azerbaijan,AZE,40.5,47.5,Azerbaijan,AZE,40.5,47.5,Azerbaijan,AZE,40.5,47.5
28,rio-2016,men,29,CHN,guojian dong,2:15:32.00,,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
29,rio-2016,men,30,UKR,ihor olefirenko,2:15:36.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
30,rio-2016,men,31,AUS,liam adams,2:16:12.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
31,rio-2016,men,32,IRL,paul pollock,2:16:24.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
32,rio-2016,men,33,USA,mebrahtom keflezighi,2:16:46.00,,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0,United States,USA,38.0,-97.0
33,rio-2016,men,34,SRI,anuradha indrajith cooray,2:17:06.00,,Sri Lanka,LKA,7.0,81.0,Sri Lanka,LKA,7.0,81.0,Sri Lanka,LKA,7.0,81.0
34,rio-2016,men,35,DEN,abdi hakin ulad,2:17:06.00,,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0,Denmark,DNK,56.0,10.0
35,rio-2016,men,36,JPN,suehiro ishikawa,2:17:08.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
36,rio-2016,men,37,ROU,marius ionescu,2:17:27.00,,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
37,rio-2016,men,38,ITA,ruggero pertile,2:17:30.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
38,rio-2016,men,39,POL,artur kozlowski,2:17:34.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
39,rio-2016,men,40,URU,nicolas cuestas,2:17:44.00,,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0
40,rio-2016,men,41,ZIM,pardon ndhlovu,2:17:48.00,,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0
41,rio-2016,men,42,CHI,victor aravena,2:17:49.00,,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
42,rio-2016,men,43,TAN,saidi juma makula,2:17:49.00,,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
43,rio-2016,men,44,BEL,florent caelen,2:17:59.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
44,rio-2016,men,45,PER,raul machacuay,2:18:00.00,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
45,rio-2016,men,46,CUB,richer perez,2:18:05.00,,Cuba,CUB,21.5,-80.0,Cuba,CUB,21.5,-80.0,Cuba,CUB,21.5,-80.0
46,rio-2016,men,47,AUS,michael shelley,2:18:06.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
47,rio-2016,men,48,UKR,ihor russ,2:18:19.00,,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0,Ukraine,UKR,49.0,32.0
48,rio-2016,men,49,ESP,carles castillejo,2:18:34.00,,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
49,rio-2016,men,50,URU,ernesto andres zamora,2:18:36.00,,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0
50,rio-2016,men,51,TUR,ercan muslu,2:18:40.00,,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
51,rio-2016,men,52,PER,cristhian pacheco,2:18:41.00,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
52,rio-2016,men,53,ARG,mariano mastromarino,2:18:44.00,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
53,rio-2016,men,54,MEX,daniel vargas,2:18:51.00,,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
54,rio-2016,men,55,GER,philipp pflieger,2:18:56.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
55,rio-2016,men,56,BEL,willem van schuerbeeck,2:18:56.00,,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0,Belgium,BEL,50.8333,4.0
56,rio-2016,men,57,ITA,stefano la rosa,2:18:57.00,,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333,Italy,ITA,42.8333,12.8333
57,rio-2016,men,58,ZIM,cuthbert nyasango,2:18:58.00,,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0,Zimbabwe,ZWE,-20.0,30.0
58,rio-2016,men,59,BRA,marilson dos santos,2:19:09.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
59,rio-2016,men,60,ERI,tewelde estifanos,2:19:12.00,,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0,Eritrea,ERI,15.0,39.0
60,rio-2016,men,61,EST,roman fosti,2:19:26.00,,Estonia,EST,59.0,26.0,Estonia,EST,59.0,26.0,Estonia,EST,59.0,26.0
61,rio-2016,men,62,TUN,atef saad,2:19:50.00,,Tunisia,TUN,34.0,9.0,Tunisia,TUN,34.0,9.0,Tunisia,TUN,34.0,9.0
62,rio-2016,men,63,EST,tiidrek nurme,2:20:01.00,,Estonia,EST,59.0,26.0,Estonia,EST,59.0,26.0,Estonia,EST,59.0,26.0
63,rio-2016,men,64,IRL,kevin seaward,2:20:06.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
64,rio-2016,men,65,ESP,jesus espana,2:20:08.00,,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0,Spain,ESP,40.0,-4.0
65,rio-2016,men,66,PER,raul pacheco,2:20:13.00,,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0,Peru,PER,-10.0,-76.0
66,rio-2016,men,67,GUA,juan carlos trujillo,2:20:24.00,,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25
67,rio-2016,men,68,BLR,stepan rogovtsov,2:20:34.00,,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0
68,rio-2016,men,69,NAM,mynhardt mbeumuna kawanivi,2:20:45.00,,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0,Namibia,NAM,-22.0,17.0
69,rio-2016,men,70,GER,julian flugel,2:20:47.00,,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0,Germany,DEU,51.0,9.0
70,rio-2016,men,71,GEO,daviti kharazishvili,2:20:47.00,,Georgia,GEO,42.0,43.5,Georgia,GEO,42.0,43.5,Georgia,GEO,42.0,43.5
71,rio-2016,men,72,MAR,rachid kisri,2:21:00.00,,Morocco,MAR,32.0,-5.0,Morocco,MAR,32.0,-5.0,Morocco,MAR,32.0,-5.0
72,rio-2016,men,73,ISR,maru teferi,2:21:06.00,,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75
73,rio-2016,men,74,LTU,remigijus kancys,2:21:10.00,,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0
74,rio-2016,men,75,SUI,christian kreienbuhl,2:21:13.00,,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0,Switzerland,CHE,47.0,8.0
75,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
76,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
77,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
78,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
79,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
80,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
81,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
82,rio-2016,men,76,LBA,mohamed hrezi,2:21:17.00,,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0,Libya,LBY,25.0,17.0
83,rio-2016,men,77,BRA,solonei da silva,2:22:05.00,,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0,Brazil,BRA,-10.0,-55.0
84,rio-2016,men,78,COL,andres ruiz,2:22:09.00,,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
85,rio-2016,men,79,UGA,jackson kiprop,2:22:09.00,,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0,Uganda,UGA,1.0,32.0
86,rio-2016,men,80,AUS,scott westcott,2:22:19.00,,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0,Australia,AUS,-27.0,133.0
87,rio-2016,men,81,SSD,guor marial,2:22:45.00,,South Sudan,SSD,,,South Sudan,SSD,,,South Sudan,SSD,,
88,rio-2016,men,82,BLR,vladislav pryamov,2:22:48.00,,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0,Belarus,BLR,53.0,28.0
89,rio-2016,men,83,IND,nitendra singh,2:22:52.00,,India,IND,20.0,77.0,India,IND,20.0,77.0,India,IND,20.0,77.0
90,rio-2016,men,84,ECU,miguel angel almachi,2:23:00.00,,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5
91,rio-2016,men,85,KGZ,ilya tiapkin,2:23:19.00,,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0,Kyrgyzstan,KGZ,41.0,75.0
92,rio-2016,men,86,HUN,gabor jozsa,2:23:22.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
93,rio-2016,men,87,COL,gerald giraldo,2:23:48.00,,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
94,rio-2016,men,88,ARG,luis ariel molina,2:23:55.00,,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0,Argentina,ARG,-34.0,-64.0
95,rio-2016,men,89,XXB,yonas kinde,2:24:08.00,,,,,,,,,,,,,
96,rio-2016,men,90,CHN,bujie duo,2:24:22.00,,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
97,rio-2016,men,91,MGL,ser-od bat-ochiryn,2:24:26.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
98,rio-2016,men,92,ZAM,jordan chipangama,2:24:58.00,,Zambia,ZMB,-15.0,30.0,Zambia,ZMB,-15.0,30.0,Zambia,ZMB,-15.0,30.0
99,rio-2016,men,93,JPN,hisanori kitajima,2:25:11.00,,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0,Japan,JPN,36.0,138.0
100,rio-2016,men,94,LES,lebenya nkoka,2:25:13.00,,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5,Lesotho,LSO,-29.5,28.5
101,rio-2016,men,95,CHN,renxue zhu,2:25:31.00,,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0,"China, People's Republic of[4]",CHN,35.0,105.0
102,rio-2016,men,96,RSA,sibusiso nzima,2:25:33.00,,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0,South Africa,ZAF,-29.0,24.0
103,rio-2016,men,97,CHI,daniel estrada,2:25:33.00,,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
104,rio-2016,men,98,RWA,ambroise uwiragiye,2:25:57.00,,Rwanda,RWA,-2.0,30.0,Rwanda,RWA,-2.0,30.0,Rwanda,RWA,-2.0,30.0
105,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
106,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
107,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
108,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
109,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
110,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
111,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
112,rio-2016,men,99,TPE,chin-ping ho,2:26:00.00,,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0,Taiwan[16],TWN,23.5,121.0
113,rio-2016,men,100,KAZ,mikhail krasilov,2:26:11.00,,Kazakhstan,KAZ,48.0,68.0,Kazakhstan,KAZ,48.0,68.0,Kazakhstan,KAZ,48.0,68.0
114,rio-2016,men,101,MRI,david carver,2:26:16.00,,Mauritius,MUS,-20.2833,57.55,Mauritius,MUS,-20.2833,57.55,Mauritius,MUS,-20.2833,57.55
115,rio-2016,men,102,IRL,mick clohissey,2:26:34.00,,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0,Ireland[10],IRL,53.0,-8.0
116,rio-2016,men,103,ALG,hakim sadi,2:26:47.00,,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0,Algeria,DZA,28.0,3.0
117,rio-2016,men,104,MDA,roman prodius,2:27:01.00,,Moldova,MDA,47.0,29.0,Moldova,MDA,47.0,29.0,Moldova,MDA,47.0,29.0
118,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
119,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
120,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
121,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
122,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
123,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
124,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
125,rio-2016,men,105,VEN,luis alberto orta,2:27:05.00,,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0,Venezuela,VEN,8.0,-66.0
126,rio-2016,men,106,MGL,gantulga dambadarjaa,2:27:42.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
127,rio-2016,men,107,CHI,enzo yanez,2:27:47.00,,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0,Chile,CHL,-30.0,-71.0
128,rio-2016,men,108,HUN,gaspar csere,2:28:03.00,,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0,Hungary,HUN,47.0,20.0
129,rio-2016,men,109,URU,martin esteban cuestas,2:28:10.00,,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0,Uruguay,URY,-33.0,-56.0
130,rio-2016,men,110,LTU,valdas dopolskas,2:28:21.00,,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0,Lithuania,LTU,56.0,24.0
131,rio-2016,men,111,TAN,fabiano joseph,2:28:31.00,,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0,Tanzania,TZA,-6.0,35.0
132,rio-2016,men,112,COD,kamongwa salukombo makorobondo,2:28:54.00,,"Congo, Democratic Republic of the[5]",COD,0.0,25.0,"Congo, Democratic Republic of the[5]",COD,0.0,25.0,"Congo, Democratic Republic of the[5]",COD,0.0,25.0
133,rio-2016,men,113,GBR,derek hawkins,2:29:24.00,,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0,United Kingdom[18],GBR,54.0,-2.0
134,rio-2016,men,114,BDI,celestin nihorimbere,2:29:38.00,,Burundi,BDI,-3.5,30.0,Burundi,BDI,-3.5,30.0,Burundi,BDI,-3.5,30.0
135,rio-2016,men,115,GRE,hristoforos merousis,2:29:39.00,,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0,Greece,GRC,39.0,22.0
136,rio-2016,men,116,SLO,anton kosmac,2:29:48.00,,Slovenia,SVN,46.0,15.0,Slovenia,SVN,46.0,15.0,Slovenia,SVN,46.0,15.0
137,rio-2016,men,117,GUA,jose amado garcia,2:30:11.00,,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25,Guatemala,GTM,15.5,-90.25
138,rio-2016,men,118,SRB,andjelko risticevic,2:30:17.00,,Serbia,SRB,44.0,21.0,Serbia,SRB,44.0,21.0,Serbia,SRB,44.0,21.0
139,rio-2016,men,119,MEX,ricardo ramos,2:30:20.00,,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0,Mexico,MEX,23.0,-102.0
140,rio-2016,men,120,ISR,tasama moogas,2:30:30.00,,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75
141,rio-2016,men,121,ISR,ageze guadie,2:30:45.00,,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75,Israel,ISR,31.5,34.75
142,rio-2016,men,122,POR,rui pedro silva,2:30:52.00,,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0,Portugal,PRT,39.5,-8.0
143,rio-2016,men,123,ECU,segundo jami,2:31:07.00,,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5,Ecuador,ECU,-2.0,-77.5
144,rio-2016,men,124,COL,diego colorado,2:31:20.00,,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0,Colombia,COL,4.0,-72.0
145,rio-2016,men,125,TUR,bekir karayel,2:31:27.00,,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0,Turkey,TUR,39.0,35.0
146,rio-2016,men,126,ROU,nicolae-alexandru soare,2:31:53.00,,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0,Romania,ROU,46.0,25.0
147,rio-2016,men,127,POL,yared shegumo,2:31:54.00,,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0,Poland,POL,52.0,20.0
148,rio-2016,men,128,IRI,mohammadjafar moradi,2:31:58.00,,Iran,IRN,32.0,53.0,Iran,IRN,32.0,53.0,Iran,IRN,32.0,53.0
149,rio-2016,men,129,MGL,byambajav tseveenravdan,2:36:14.00,,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0,Mongolia,MNG,46.0,105.0
150,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
151,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
152,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
153,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
154,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
155,rio-2016,men,130,KOR,myeongjun son,2:36:21.00,,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5,"Korea, Republic of (South)[12]",KOR,37.0,127.5
